region,origin_coord,destination_coord,datetime,datasource
ekfibxhravnoovbfoyhs,POINT (58.5607459049628 88.8861031345544),POINT (90.5826859695615 63.4922315233815),2023-01-19-17:52:09,ixacsnaiegsxpaloznqv
ezcabziooddvemiwyrww,POINT (21.985309131297 10.0224218240072),POINT (63.0200884381186 92.3632371034179),2023-01-19-17:52:09,jxjfgjqgsmqtrbbeswkl
jinqpxaxswyxsswvenqp,POINT (36.3193004164879 86.3046299862517),POINT (6.8938918921989 35.4904013149588),2023-01-19-17:52:09,vnajsomdypdonkchhdca
rxytmsofxthdiouwgjxb,POINT (88.8921356609011 20.6800769835957),POINT (75.224859386184 82.9283130661127),2023-01-19-17:52:09,srptbkjacitpbnesqgrk
twxawquwagvaqtzcmoap,POINT (21.3904339752589 47.6299005373307),POINT (74.8531371396088 87.6440692759087),2023-01-19-17:52:09,ygkangyijlrdcowxbrkb
sznvwxiwsqytrrixmagw,POINT (52.1764749749032 6.7750744939948),POINT (8.7408473361342 58.600944535978),2023-01-19-17:52:09,fnbhlvzmrmdqpowjyiok
uhigtbmbkdhdapvmlkdv,POINT (41.2032599729906 58.7576948006087),POINT (2.7281890210425 48.1094136026479),2023-01-19-17:52:09,uwqcqzluhpyrhyjiiesu
dfhfludcwahfymmprdcy,POINT (13.6716860037574 58.8443729878757),POINT (23.8621839291133 26.2942717867135),2023-01-19-17:52:09,qwqryzmqywdellpcgmuw
ytxzsmvqfelyrhgmosrt,POINT (51.3613590567363 61.0623071476979),POINT (2.1592718558205 86.1227574201819),2023-01-19-17:52:09,rebqojzlfsblgdqrpsnq
ltbaodasmttmimslmffk,POINT (68.8938653413192 7.072878576319),POINT (45.801148394277 11.0398930645795),2023-01-19-17:52:09,jtsqzttccwbpwxfxpijg
smvroqusvrngildwmpgc,POINT (10.6024944392341 50.6501421394885),POINT (43.5141966065548 37.9572695261396),2023-01-19-17:52:09,kohxrthuqtyixloaicpi
vbdudkjocejrluxipnxx,POINT (52.6925734127228 7.1799905657643),POINT (57.4856632744416 6.533208216787),2023-01-19-17:52:09,aydvdryqvioprtxsruba
xbnddybpvcnkzzsnkjxv,POINT (88.0400121220987 28.6145807885812),POINT (30.705650146406 5.7043277759167),2023-01-19-17:52:09,vegrpvnythkvmtnmavfc
dqiymwyeprtrmayauyur,POINT (66.0986905754795 24.9437166081391),POINT (24.9589768034841 85.3173723965222),2023-01-19-17:52:09,vpgojlfztxzibutyruzc
jkbswmijstjcjxbfqkar,POINT (72.344952631495 37.3888082661507),POINT (76.9169207725498 62.0585539470922),2023-01-19-17:52:09,mwlofnzefmqadtoansvf
pwfylakzmklvgzghkibk,POINT (31.1712779482394 88.2838763406402),POINT (51.0378685934582 13.0117175193606),2023-01-19-17:52:09,nxidnighmglmjnqqrivh
iimnvavdsnapaewdzeky,POINT (57.9090863906997 24.4814412402959),POINT (74.1610989193279 55.7182211016608),2023-01-19-17:52:09,tvyoprjtzxmlmliqliqg
mbskuirquyaazedlcfgi,POINT (64.8156257236575 36.3045012872338),POINT (67.0243508206136 8.113395735336),2023-01-19-17:52:09,xbvxsasgrmajpxkxxhrf
zpwibzokcwdvcrzecxjp,POINT (28.0699134213381 27.8629033840415),POINT (27.0361273396838 66.5107649957575),2023-01-19-17:52:09,mlobkwvzjuddmueqwmcf
huqwxjznqmwubfmknxwc,POINT (9.8945455021497 32.3373602408966),POINT (93.4353022648473 3.1611885077715),2023-01-19-17:52:09,kcufgdvcrvyrfbpldjtb
puektjoyepgreuatjvhb,POINT (94.9728168420762 32.4386589157428),POINT (80.97076013775 86.3945788465982),2023-01-19-17:52:09,bievkovisukixrgcetbf
pjcgspjhpyfsgvqevesu,POINT (36.6089147481657 27.0123425602237),POINT (67.779569433145 8.2932325410835),2023-01-19-17:52:09,ddwbbzwmxvjtpejzfdna
okbxrjvxxbqjxlryadex,POINT (50.6797641442082 20.7212144270145),POINT (33.362661678917 28.2735575151169),2023-01-19-17:52:09,tnxpjqipamwufkhyegxq
apvyjvztflntvxkqytyn,POINT (33.7628434019825 33.9834079800569),POINT (85.4950504685555 23.7313168839863),2023-01-19-17:52:09,xvwazcalmgeuwnkbymwd
qntwmkwlwejjnezimtak,POINT (80.6870350364751 60.0653489914567),POINT (59.2911085279076 97.44789498383),2023-01-19-17:52:09,znaooxyqusitcyqtgoha
gwygnuujkajyhzsadrso,POINT (31.3005757386716 86.0543793611101),POINT (41.0206956304739 23.7556257052381),2023-01-19-17:52:09,lddsyttfcesqhkvrqbxt
wtxurqsnkkopskmjoyxj,POINT (42.0011733995665 19.8535718095039),POINT (56.4984176046565 94.6868631404972),2023-01-19-17:52:09,rljyumzkyplaykzdlgji
jmnmtimrxyjizqlykfdz,POINT (71.3928592789697 69.054985465206),POINT (87.5733367276449 68.7904798743774),2023-01-19-17:52:09,aqjixbhkztuuwzqcqzke
zsxwuaenbofpcqnvzroa,POINT (92.8907997584309 89.9046815708777),POINT (27.9407729482602 53.3002134178628),2023-01-19-17:52:09,ksmqyldgeoguyrajrckh
dfxlxydgchodbcczerkl,POINT (82.015608553851 84.6827141608178),POINT (24.2351870357921 88.6673729492169),2023-01-19-17:52:09,xewacbngeghsljuajfwi
kqutvutphsycpmagxlbk,POINT (34.3910846847228 1.6200312509899),POINT (23.7031296163745 68.5388925182951),2023-01-19-17:52:09,fxzxtzgwtmjxvltmahvl
kglwjloikktawzgywszb,POINT (76.0774715591672 24.0695345931827),POINT (90.6871372823098 72.6543363702113),2023-01-19-17:52:09,pthijmfhwouxoserzzed
uuxynmvuboqvtdanijug,POINT (82.8504488211934 73.3714774715595),POINT (27.9874757314424 66.7717963071001),2023-01-19-17:52:09,tdxlushxdcayhccdpyie
vvzdbhymockifmrlmcpk,POINT (82.2063941587547 52.026837486033),POINT (39.3179043792956 15.6023174386944),2023-01-19-17:52:09,tlszazkvurzlrzcveddx
nexnhrjbngdyxldncwmk,POINT (84.4530627623755 86.2646545541255),POINT (34.7477892974858 94.2785793298647),2023-01-19-17:52:09,pkuesborpopmrjykqqas
iwypmcydcbkttwyddnmq,POINT (13.2308055160363 3.6975192526796),POINT (91.7654080912267 31.9842115167824),2023-01-19-17:52:09,mwbsbnfblcblrrcwsmhf
gxgiximqlvbjuhlckqqh,POINT (9.4588581705653 31.845712561461),POINT (1.799745110908 39.7835486434716),2023-01-19-17:52:09,zfxpkijlfbqautswixea
wjfuuzywaaucipymvilr,POINT (93.6648349131793 16.8541792962239),POINT (19.4079124306705 16.7162790606173),2023-01-19-17:52:09,lefghjbqvdzeorlabuvx
ypgqvoczgvwxcbguwbuy,POINT (46.4309681476964 53.2678257716969),POINT (30.3656973340756 39.8809927947681),2023-01-19-17:52:09,denkzqrchqypyzxhixag
oqujijenoxawliuxvnzy,POINT (31.5820405750842 82.6043816452581),POINT (32.901498033242 33.4060999461408),2023-01-19-17:52:09,bcmgoivkmovngaovywil
zxjqewhmvgbemsbafifm,POINT (67.2229491195651 47.9885043806883),POINT (84.1711501165351 20.4637062626947),2023-01-19-17:52:09,cwmwgqfglrcxxficviag
fkdddwckalypvqtfqqoj,POINT (24.8349046448318 62.4850963942249),POINT (34.1939297425629 63.2694688933523),2023-01-19-17:52:09,iyepjuaufbiabpfhybjp
sqeshwxsgvcozhaoqste,POINT (52.5036006960115 74.7707712183377),POINT (30.8850117185026 96.6389024235271),2023-01-19-17:52:09,knnlplxfolcipiocmqud
kkljtezmbhtxsvvtbngv,POINT (15.7219861715306 93.3040445868597),POINT (50.5052234086832 25.4524863385445),2023-01-19-17:52:09,wlqpbrumgmbcqydycogj
veippkwamsvmifrlvgnx,POINT (75.3183614394926 82.2812470622192),POINT (15.2209595214035 24.8504751513171),2023-01-19-17:52:09,pmahjlnbmjnmgczusryt
olzhyddlazxyhjptznce,POINT (51.745889905275 24.1669757171734),POINT (49.4799144336734 89.9161527705631),2023-01-19-17:52:09,ogdfomxyiegbmqvstxem
mtkdblbecxgyngxtslsn,POINT (16.8038906292765 25.9802776880639),POINT (10.0060979751596 26.1539926357393),2023-01-19-17:52:09,jfknoxurmrgeqcdwqbfm
awgomlfsasouozjjdoyf,POINT (12.9973639141441 32.3864639179246),POINT (91.8160996683097 87.2235069340893),2023-01-19-17:52:09,wjjsjnisrwtrogypqjja
rkmlbowocuusylibqwok,POINT (8.6600512131517 1.4915956763341),POINT (57.8601925383084 98.2363306870819),2023-01-19-17:52:09,hoiuvzytdxdzcnyksljj
jzxphfoayuouepqauaod,POINT (26.7503220400615 44.4193817491395),POINT (87.4605081874448 56.1737901912153),2023-01-19-17:52:09,rznzwkohveurlfnugfvf
wowmghmucwlkpptvpedb,POINT (42.3533261264248 14.7590654424413),POINT (70.5567556202006 73.734587409385),2023-01-19-17:52:09,ympdkudjqidzhfovfkua
igngyakjgvjxcqdjnqra,POINT (60.7062357066403 5.3316057233535),POINT (89.5590029615081 88.2170092447525),2023-01-19-17:52:09,qhehufbcqvaryqjetatl
dhzqwweciyshcvjktayl,POINT (23.5307522096271 9.3413506050403),POINT (24.3542308119109 64.0492995323189),2023-01-19-17:52:09,umxoezhwdkfwlcqoyjig
afkpicoetvruroaqmtcm,POINT (84.8001002568576 51.183900702149),POINT (36.1415949688634 38.9291926354967),2023-01-19-17:52:09,kmaywbzevkmxksqgbebf
uhakrhxeuxudkjjljroo,POINT (91.8069811471254 36.5803880780913),POINT (95.7589257524659 16.1586171168091),2023-01-19-17:52:09,qpffgrunylzjkowaruym
ijcqvhmxjfdgbyoyhmzn,POINT (47.2096154193899 66.4936206071029),POINT (22.730770162167 51.1492149677405),2023-01-19-17:52:09,izqomkrwgjqgjkoxbslp
qrfoyiubrqnwyptbdrif,POINT (53.6920964315348 65.2931933661631),POINT (81.6483615760175 71.7128145507071),2023-01-19-17:52:09,uarujcvfmnpfdcxtjbkc
vhxbrjsxvqarwexciqqn,POINT (1.5903326914706 20.0253142504262),POINT (63.169125381272 9.0024223559456),2023-01-19-17:52:09,tzsczsjzseocqaryynfq
hutezjeqruhbjfzmxcsi,POINT (8.6311042688609 42.8230843550998),POINT (84.3561605337037 89.8627253906966),2023-01-19-17:52:09,pqvhowzxawphyljzgeup
urjryfbxgvpcqzckgnst,POINT (20.4824403045637 51.8628692346028),POINT (24.850040360803 91.4530410241499),2023-01-19-17:52:09,dqurstdofotwoccosvek
ulxudqxqvpuebpjmtcjk,POINT (76.4479352887734 5.5728633253511),POINT (11.5045628933033 17.8802149647707),2023-01-19-17:52:09,lyhijsssplwwpfihomki
thyyrietqazowqnnspck,POINT (93.0765273444937 81.14117932573),POINT (30.2869032097984 80.6439903179613),2023-01-19-17:52:09,lmtwyqgnlsrojfaqvstd
hbipzbufsinftrzjpehv,POINT (96.6976181680896 96.9965315175309),POINT (17.4420158645123 77.762947833092),2023-01-19-17:52:09,axwozxjzsavrmwboucbt
edsoyxamyfmqxuniznlq,POINT (20.4279698664191 73.9198090674405),POINT (91.2004945521417 1.6258720791954),2023-01-19-17:52:09,krxlorrsfwngdeailkem
gdzbmlvgriwmbdvudttn,POINT (14.5249001076323 27.2607706328838),POINT (1.7114966331046 49.765457817536),2023-01-19-17:52:09,ktiiphejjlfbtghhqanb
gvkztlcqeqmqjlbbmgly,POINT (92.4972034861291 10.4553112753324),POINT (28.0427620737659 41.4271386895992),2023-01-19-17:52:09,eljmhagwttfasythtavy
oiupkiyuvnfkegxfsmzf,POINT (49.6505119975848 45.3839481500151),POINT (14.3944407966107 19.3981279771219),2023-01-19-17:52:09,lyfggarezwjkrszhmgqb
dusrtjllitjvhahcmpxv,POINT (90.9651003483585 5.8047836869085),POINT (78.1814553762512 78.1346364649638),2023-01-19-17:52:09,bslfhbhtghbcangiiqep
aotxkrxckxlnzqfpjkkp,POINT (9.2176889905174 82.7276068172202),POINT (90.6219406087408 1.226978780408),2023-01-19-17:52:09,iyuwgiglmtkiczrikkqr
hpvaguqxuowlfmgqbwfa,POINT (21.8984850223562 68.7190430715844),POINT (79.6796295719697 1.9068134327472),2023-01-19-17:52:09,akjfhkuszuompfxazzlt
mwfesddmcyhnofuothne,POINT (75.4069007026741 45.4998615058576),POINT (14.9075535613128 13.9784533160159),2023-01-19-17:52:09,nmgoznbiwyaidqxsfnrq
hvqzimwsqcbzlwfajxur,POINT (36.7145151135625 93.9802826537116),POINT (76.5894527261432 33.3693991973794),2023-01-19-17:52:09,vhmmlnseokfifyxkgvnr
wkgwkpuvfrywojluvqwy,POINT (95.0905757518636 46.5546681362509),POINT (65.483200229953 76.4467107676281),2023-01-19-17:52:09,invniieclcxcoqgfpoki
yxtvfreedrobeyebljnx,POINT (5.95290503298 60.6501294425916),POINT (47.8454176923461 65.530041144136),2023-01-19-17:52:09,hnuyblwshfmvflgpodpw
oyzpgybeoqzcabdaihog,POINT (14.7338852412261 59.9317459702975),POINT (51.9512206027164 23.9602766302687),2023-01-19-17:52:09,ieizmilgktjuvroklfpl
dhnxmmgsroskycvotspv,POINT (61.7396562119966 26.7816459477714),POINT (70.1054993855887 93.7685464863664),2023-01-19-17:52:09,jsgwgoeyjmodsecudzxm
jegkihxbifavcbgivhvv,POINT (74.0890697199787 14.4241433498913),POINT (12.2220598477162 14.1084790074097),2023-01-19-17:52:09,ugizjlgqyspdlnloaudu
bzxaxmfvbxoymclgtfnj,POINT (7.1754485601655 13.3135730324166),POINT (14.2744006679564 71.4431348527641),2023-01-19-17:52:09,bsmqruhcyyyboytjiobz
fkvbpkukxllkjqscqovu,POINT (7.9387792916677 64.5055529252786),POINT (84.4111143599927 86.6042191825362),2023-01-19-17:52:09,dpcyrlqfvlnnlfyczemm
eznkmsrigidurdzmpdqc,POINT (26.933170646859 29.7574166361355),POINT (30.2276407590312 14.3361379705701),2023-01-19-17:52:09,sjwvqrwiazprpcgzggms
mrjejxndxkwyaatlkonw,POINT (56.8647543334352 63.1221000417974),POINT (67.7013586210554 10.4603675621559),2023-01-19-17:52:09,vlbnkijxvcedthyngyfm
abwunukitizilhgovdld,POINT (8.4920987953099 94.6177945441314),POINT (58.7604628860114 60.1912161618751),2023-01-19-17:52:09,lszzsbseydwguankjbud
shnudmoynjxecjlokwvm,POINT (13.3606436304717 56.6001416239289),POINT (49.2900197602575 28.7227156826366),2023-01-19-17:52:09,nlknispoybgngzyeucax
wirtfxjaiuwohjebydcx,POINT (96.0698966852522 63.4990872082468),POINT (16.9567841079847 85.7639692874924),2023-01-19-17:52:09,ppcpaqczyvfahxwvcxvn
yjrqfycmyrmwixfcdrlm,POINT (34.0572595288303 95.2720434112176),POINT (18.4974940906761 59.9327203374292),2023-01-19-17:52:09,otluzgjznxivfgoseymm
qlzlgcijkvidjmmmnjpq,POINT (13.588077652748 15.9967156641516),POINT (75.2008327243658 57.220817986065),2023-01-19-17:52:09,nhaehbyzyhwudbifsrfq
invroookcwfrqvyqbvyh,POINT (58.0363352049543 26.0553408852515),POINT (27.7222109865241 96.1799571818029),2023-01-19-17:52:09,vwkgszsxhlvlvlcmmfms
oxkeeiurpovmcgwzczky,POINT (14.7148612028802 14.44758851824),POINT (54.6398926107903 61.2431985209631),2023-01-19-17:52:09,gunwbyemdjlzberivkco
bpxoxyyciwiwexvqvnfg,POINT (78.1838280704294 83.2868882292973),POINT (75.9433370135749 42.0814191807844),2023-01-19-17:52:09,xxpqruaaclxfyaiwrmzi
tuualhqtgzaujbmvzlnv,POINT (7.8605396576805 18.2153455131899),POINT (81.853860036279 1.0790484513044),2023-01-19-17:52:09,uoqjauxvwhmihnprgdvs
hqyrgmsercqpedtwelyh,POINT (73.3498106703694 42.5382956690712),POINT (98.8435261909851 29.0906765156137),2023-01-19-17:52:09,jkqoipchorihezmurvxn
gpkbojjnpgofcgpiwlir,POINT (88.874493345633 31.8353561431551),POINT (18.3531891559801 92.7868367646682),2023-01-19-17:52:10,vixabkbjvdaerqqausfi
gyvgtoqbgienicfejqqv,POINT (39.3066553154453 14.6110086286431),POINT (86.7666946335675 75.9544524724596),2023-01-19-17:52:10,vddpkkaubfawnygqjixi
oujpfhpcgwoaxmnrcjml,POINT (31.3894253760805 10.0743690228447),POINT (42.6825165554136 71.205046291736),2023-01-19-17:52:10,unhvbylduwvvanblbnap
zmxnldlhblkvfhuohvah,POINT (2.1004396531601 27.752270049866),POINT (59.2745196766875 97.5876915393541),2023-01-19-17:52:10,wbrmlqvqitmceamqjbzm
cvnpnylbrixtsncadrwv,POINT (31.3553545968775 74.7253043989681),POINT (57.5016280515423 78.9248099205743),2023-01-19-17:52:10,srickyjlwytlubmzipgp
ogpyeleqmvjabpkuzplu,POINT (98.7507952942871 8.3228930276588),POINT (70.7233515329787 93.6177804377506),2023-01-19-17:52:10,fvcztilzsstcezhkugmb
aqybahiuulhfcqbqapkk,POINT (19.1197161185871 23.0265340433096),POINT (84.2570133145685 54.4073081720956),2023-01-19-17:52:10,yssnyqmtreyddmhdldum
czslatgrkofoyhmcugwi,POINT (67.7683454152603 13.5355110166472),POINT (28.0709919785293 33.1429517955482),2023-01-19-17:52:10,teesmkdriawzlvcjyfjj
duewsjlsdejnjwzmahnb,POINT (21.3865775984295 4.5275164694965),POINT (97.9226939068824 70.9071803399875),2023-01-19-17:52:10,tayszhsdzkrapwkfjnrj
ouaxzxzuitbuucoxawqw,POINT (61.6660332889267 40.9640082236081),POINT (30.7476706992025 79.0019964910747),2023-01-19-17:52:10,azcknicmgykkafdmsbsl
maamhutmnrifkvoghmkr,POINT (42.9813316446949 69.125797875311),POINT (9.3504537525085 3.8622478336166),2023-01-19-17:52:10,qnkhzyimstduorcfjjbx
dhdxlesglbjpnxdtvvwf,POINT (53.5600943064837 25.78887315741),POINT (64.9890958915502 74.3473462723961),2023-01-19-17:52:10,ehyivzrtqnekigusiidp
rxpzrlxhujzutxrmqmze,POINT (19.5390402538932 91.1757095174039),POINT (13.2408446209987 35.4921910418997),2023-01-19-17:52:10,jsfnodqvenhrfmlrxfvz
ozgnlgtwgicxffdtvgrc,POINT (15.4587593362165 95.7894716951773),POINT (30.8398467250321 11.4859819410182),2023-01-19-17:52:10,qnjiucnqxgqnrxlkywhi
vyfndpzcwybfsukwcpkc,POINT (62.3941755497955 59.3667282495409),POINT (45.1732464200584 4.5967356005785),2023-01-19-17:52:10,nuaexxkignagtagocjfp
imnahjxazodhonibxhcj,POINT (66.8769141721949 18.465042569459),POINT (57.7640690266215 35.9952342682864),2023-01-19-17:52:10,dsavlobxvliishpwkeho
bkftvikgcrifwswplmno,POINT (50.8840721907009 35.2159826385546),POINT (68.7013881362313 44.5134109955914),2023-01-19-17:52:10,ygamcshqaoylpomqvyfd
qadtmhnrhmysnxbtvivp,POINT (7.4059397585021 36.0658330784834),POINT (79.5023359493928 67.6202185360844),2023-01-19-17:52:10,cxfcakhtommatwfcybnb
uyhdybrpcotcyisszsvp,POINT (58.1367255528062 36.6707573043923),POINT (18.7575571154228 84.3025691134372),2023-01-19-17:52:10,phwwjhyasdefvhemssxw
dmynlgsvdhodbwjsdvpe,POINT (79.6713750278947 41.5065349193638),POINT (92.0294464553526 9.1796728421754),2023-01-19-17:52:10,txlbgybdywboxhzrjgsn
zdozxlyjpmohlzcasvhr,POINT (90.8142950312176 14.807664298873),POINT (78.795764886088 56.0524892849066),2023-01-19-17:52:10,sajpgxeljzokgucqmzzq
tlxbuefnxnbawfcjhidz,POINT (46.8111415705377 73.9807396610367),POINT (50.9467544850789 3.7205694161058),2023-01-19-17:52:10,mbcpzximanrishsussyu
jkvucknnrqoeqozppvfs,POINT (16.3213748144433 86.0917117467085),POINT (31.9956022946844 34.9967469240772),2023-01-19-17:52:10,cdhzliehpeqncjpighgx
gjrrwybvbxzpnbebjgdx,POINT (23.6567076919827 16.5301695753889),POINT (32.4047981068971 31.0696153871849),2023-01-19-17:52:10,ipspnymwxguqtxzfaobn
bmuejcfgelnrwabvdfdy,POINT (86.4789627468508 78.1704147715788),POINT (65.0324038408816 1.2943315727795),2023-01-19-17:52:10,vkzytmctrjearnldjnyq
dwleriauncllqxshonxq,POINT (75.3259282432035 28.9466614958932),POINT (7.5210637052011 82.7060426694343),2023-01-19-17:52:10,ltokfoabauzkdlzfdjkg
ddoggdgugljlssufjnpz,POINT (41.8116660348556 2.3732803784624),POINT (37.5412565195827 26.3036600182606),2023-01-19-17:52:10,mlnmadjabgeisnbtjecg
oeentolvpczconmuoyzx,POINT (27.3032713766827 54.6931963612242),POINT (28.4546296178978 95.8815571393751),2023-01-19-17:52:10,ekuicmnvzdjvfwrcgtvv
lpiibfemdwqqypzekfia,POINT (7.7102969168767 21.0589703464732),POINT (30.2940357867258 72.4764403994006),2023-01-19-17:52:10,emgeefalyhywutbqiyvf
cqcowqmdoeuwtxqdwpox,POINT (40.5529273875775 30.164743525705),POINT (55.9066167014085 39.5541471763153),2023-01-19-17:52:10,culbzxgohclgxjjlzmxy
jxnuggxvsecqqyvfjkvn,POINT (74.5683736928196 18.0346682753356),POINT (11.0984951355148 96.2777380025363),2023-01-19-17:52:10,ekqmkvwmucnjuueyeqnr
fmnzucbcyrtaelnlrrjp,POINT (89.9738289453299 21.655627580959),POINT (66.6753585799424 63.4623561646588),2023-01-19-17:52:10,ydwzrlnibxlzvrownpnc
avauicssgponbsstgbgd,POINT (51.3477161396979 76.0860360259305),POINT (9.0846839962211 73.2530518694713),2023-01-19-17:52:10,unrfusmyhytfjnjmrnvu
rbrqqsphofogtgphkjqw,POINT (87.8457407187461 12.47021085901),POINT (4.8890773154416 63.1105146945302),2023-01-19-17:52:10,dypyruohyymevdqqjbmb
ptpvsebwgpuankhcrawm,POINT (91.1839436340047 87.2601428968086),POINT (31.0035000729279 78.8088811141589),2023-01-19-17:52:10,ylmgvviphxuzexifasik
athtehtnythcdqgkwxni,POINT (50.4685084465015 79.5278737132608),POINT (30.6633291615343 46.7303807227248),2023-01-19-17:52:10,ikgwndtmyxtounnkryll
hdunazjmmedpnmydzdqs,POINT (55.39824637878 72.8344972315559),POINT (95.8177654439856 53.3173219591632),2023-01-19-17:52:10,ajuwggazpfmucfmtdtdv
mtxomowszrlbymmddtaf,POINT (92.4556211112581 29.9046757198538),POINT (2.5937472082147 12.1158588553988),2023-01-19-17:52:10,xoqerbsrqtlvtykjwcwc
zyfhtsmafccntaotctht,POINT (73.9059025417207 98.7865503307654),POINT (35.2487299745016 68.7123046942788),2023-01-19-17:52:10,lhygqnrookypdqmnizbj
lkbhkpydivwlcaohqoyl,POINT (69.3200250652433 76.2226187488139),POINT (77.7124121952264 30.1715713936734),2023-01-19-17:52:10,vzkxjaxbcmpzjiftzbpx
hizleeunbiucelygswvt,POINT (18.9931283971424 27.6821329378547),POINT (33.8284667033999 6.682864906674),2023-01-19-17:52:10,brssaqojhmbuxsejgjhr
pvdqzimwalzwtupwnfjh,POINT (10.986067238387 34.1474058355171),POINT (84.3706953746249 77.9278472564582),2023-01-19-17:52:10,bsrqrwbldnmriapsppib
ceyuawhstcggygxbwzum,POINT (7.0423189463969 82.1535654112819),POINT (53.7401702015111 2.453661579896),2023-01-19-17:52:10,bkyxdutxkqiizsipwbmx
xpndpilpziatfirwdhuq,POINT (17.1851261719723 2.8670068923047),POINT (71.5100761666199 18.0609630248546),2023-01-19-17:52:10,bwxsxwdasqrernlfcwua
fobixhvtuimsrrzghdvk,POINT (97.7229424821768 9.719787365517),POINT (21.0879608052844 90.0641287399148),2023-01-19-17:52:10,klebmxzxzmyepxnjfeiy
scxfuuwhcugoohsvukgg,POINT (15.6640264538653 44.9434439122745),POINT (35.2571446860637 75.0514575383276),2023-01-19-17:52:10,zxeyyqveiputhstnfnao
fgrkytslgzdasjqhinhn,POINT (79.946145875977 13.2328915194587),POINT (73.8719957281537 28.8564870331554),2023-01-19-17:52:10,olmjqcamjydolyvoaond
wnoyldajouodgprvtcsc,POINT (89.0644041069721 84.2942336683074),POINT (10.7704867669205 63.8628587696206),2023-01-19-17:52:10,auiwceqgjwxopfeggxjd
xowmkyqiwbpzcnwpbmsw,POINT (76.1001417904901 32.7539656607146),POINT (62.6556618771521 89.193613809486),2023-01-19-17:52:10,gqdwzhhcnsjwtvyqglyu
schsdhexxwbpotetdauv,POINT (98.0682062380209 23.0498842860698),POINT (60.7950496576837 70.5586125900294),2023-01-19-17:52:10,pyiroveaqueoogwhnxpz
bwvsbfsvqhsnwnsxuazp,POINT (63.1582457223838 60.7601445043163),POINT (9.302580340679 46.1101071147404),2023-01-19-17:52:10,swpcuvodphamqsihfxik
icmuxdappodzoasanlis,POINT (69.6304346196613 12.3800928479853),POINT (75.1122127843906 34.9557098106254),2023-01-19-17:52:10,dmybwxrtnlrhiaazyyfl
nsiwcwcirwsyjrmmwatt,POINT (28.6969566807746 5.056527613819),POINT (3.0124988017044 87.8746793617148),2023-01-19-17:52:10,obgprmnmbwtxkinsdxxk
pdchcorxpbnasnkbcesk,POINT (2.0870918374614 15.2595271507911),POINT (60.5860213848332 3.1714590954135),2023-01-19-17:52:10,vwsmdpdrqxqbfyilcdsz
keconiseuxckmsgyvlxk,POINT (54.7647292788149 85.6204285111554),POINT (85.886358613188 85.0285050850207),2023-01-19-17:52:10,lcdieijoablhtlwqzlrm
tidmgrsgdzllxtqewdyu,POINT (93.9661900299735 92.0910570906286),POINT (84.91216810981 26.3191624774945),2023-01-19-17:52:10,owtrkldnomnaqpxmcdfe
cglcbrbhzrqzjsxpdzrw,POINT (71.8025655731556 56.0101726008488),POINT (68.2210021196835 51.2095052991815),2023-01-19-17:52:10,iktnellnxyvrgrssbjlr
twusjtonfvxrfwttjxuz,POINT (91.8083663226503 13.1757122493476),POINT (96.3767085916036 53.9657234248734),2023-01-19-17:52:10,ctihpmhlxtwdpuqojhow
cmydirlcmewbwluzibjt,POINT (54.463608994608 68.0327981323006),POINT (41.2931503330348 71.9168484903062),2023-01-19-17:52:10,sifhtgauxslujdtkvpsd
qwyhppcmrhwqgzvfofvd,POINT (46.1935548870963 44.1207480325865),POINT (47.234011214757 54.2457282771989),2023-01-19-17:52:10,xsuqhfkmiqkzpproyfna
wjvelxmfqelghduabxay,POINT (25.0031131863246 66.8419860226018),POINT (77.6563755424168 85.6067772711055),2023-01-19-17:52:10,boywvfeuifuxwilatoay
xnkneupbuuyteandhoql,POINT (6.9301441510299 96.593172292144),POINT (20.4458515230137 83.2291950820062),2023-01-19-17:52:10,agqwsiofjhlljhpaqxii
zejsurecqhqqwudxcvlf,POINT (15.9969377522563 68.080073378481),POINT (49.0054237027453 59.8980970974122),2023-01-19-17:52:10,pouhdnbgoriyguyfvckl
cdhgqdmoavahcrmiywuw,POINT (85.8648224730556 53.2642975755841),POINT (72.4396901429203 60.0571607474733),2023-01-19-17:52:10,dzrvginmncrqxpecrmlu
sndscfjfdmomytwoawgy,POINT (90.5300806885936 8.1006071317131),POINT (85.7363957206421 19.7651752052357),2023-01-19-17:52:10,lupmwlnahsylcpwefaxr
lgauogjtwdntlgakozid,POINT (74.1576566601253 5.5815929716077),POINT (24.9854710911798 4.6911466261242),2023-01-19-17:52:10,gwjmsqypjtqpfmguofbh
ibhowvuwafwujxlifqmu,POINT (22.6657398406777 58.0123401132186),POINT (81.5575990833193 84.2134422877029),2023-01-19-17:52:10,gbaqbuopildrsuenoulo
flhsnglwjilnscwvivqx,POINT (23.6789330734322 83.9414776685541),POINT (44.5056647594377 80.155523825522),2023-01-19-17:52:10,wmgcbjxezjgtaukaypkv
mbwdspgjvjsthrojtroh,POINT (82.095319925187 76.628468066448),POINT (19.8830494109946 26.1472179033224),2023-01-19-17:52:10,gnmugtdofifghvwfxupl
pnbiivcqmnkzlxempbbg,POINT (86.575466283735 74.9315095449333),POINT (39.6188845971672 66.9825191466486),2023-01-19-17:52:10,ggljmgwftoitrkjyiipp
