region,origin_coord,destination_coord,datetime,datasource
uluxpnrqdaduzxpvndwf,POINT (33.6849381221927 45.5731500682751),POINT (7.1594920007006 96.1670401395945),2023-01-19-17:50:51,axtmqkduqdjfskdeethx
nxzmfapfwpmoiappyrio,POINT (97.4550883725464 72.9351466049453),POINT (14.5164615612139 95.522342107899),2023-01-19-17:50:51,hxambasxnjoltkatehin
kkrzgyrbiwuaalihmreq,POINT (71.1234792174748 92.259711428803),POINT (32.2340368189226 77.1543083647945),2023-01-19-17:50:51,cizphuijcdvxoguxyoqj
pfzqpcazzbygbqkaojhe,POINT (93.5574123487337 14.5868537161447),POINT (30.125798088388 38.1690927301554),2023-01-19-17:50:51,zaumqguoazedbohfmatu
qbvvagtwlrnsdgxybsyi,POINT (94.5974124732675 73.1226145440705),POINT (73.9968728521881 20.4928351290901),2023-01-19-17:50:51,yqykrgpkzwlokqnugctt
roonzdwfrjzxezadqzwk,POINT (42.0427660739075 23.8535416819949),POINT (27.2509527004328 82.6112242852182),2023-01-19-17:50:51,ghhyjfrmonsnfiokmptw
lsnrfonfzqwtztcqgjot,POINT (11.3455105527246 24.3704996607392),POINT (51.180589384681 97.5123826488211),2023-01-19-17:50:51,kqfsvrflxbdvjimqjfkk
nerozgtyjuruixfoybso,POINT (4.1834052867844 86.4281170459458),POINT (27.6702183875991 80.7121307295462),2023-01-19-17:50:51,kvyvqbvhcyzpqncbmuzg
rmqwusxdtlxgtbfnvvog,POINT (96.948116555542 89.5625771850891),POINT (47.3374138002286 88.379576294137),2023-01-19-17:50:51,ekbupqfvuxioygmzvddj
miujmchkktlhhnvpiydk,POINT (44.8691251791624 25.2767943661714),POINT (63.4426878856932 17.050421421417),2023-01-19-17:50:51,fzjchdpgtzsxtilqczdf
yfzcxflytsbaxilhbibd,POINT (18.3125890240748 24.6683731166579),POINT (86.3072162995144 38.3173524385687),2023-01-19-17:50:51,mytzhialytiqgktxvmao
xkkaxzjmnjehqmdzwwcf,POINT (54.2010078323971 91.0014873782225),POINT (72.2351204246017 42.7018782395457),2023-01-19-17:50:51,zlcqrhkrsybzhynbopiq
bfqvgwscyvaeszalztvo,POINT (81.2557470166959 21.6711549939209),POINT (65.5778052024627 17.6894885026073),2023-01-19-17:50:51,cunyxtuctcoruifkpwht
ifvuuuvvmioktyetrlca,POINT (78.4895339924679 87.0089711816876),POINT (24.9604072397337 96.2645969174312),2023-01-19-17:50:51,aoxbspzyrivylaorlanh
tjumeztwdvjoriqygjkx,POINT (24.1814508273569 82.3613709359616),POINT (76.6023276384031 32.6876697124374),2023-01-19-17:50:51,kpwrwnoabmtysytsdlpk
pllkrkahkjyhhhvojuth,POINT (97.6754618999589 17.1430832231668),POINT (24.0310166248974 41.5034191756959),2023-01-19-17:50:51,hxoxxllvdivnnhzrgzfo
imtvzniwwhcqfunqrppf,POINT (43.3081448885276 88.8407468640546),POINT (42.8534850476692 61.996964527697),2023-01-19-17:50:51,nnfthbtmuwgepddnjdrz
czazvqxaybhyfamlyzfe,POINT (9.4656300743772 94.7001443354633),POINT (68.8638063636033 24.2238032363526),2023-01-19-17:50:51,rykasbbseuaykjnfxvmv
cpdzpgichhxaasbpfacj,POINT (21.313531588332 9.4917725526856),POINT (24.7437468571 76.8376384538145),2023-01-19-17:50:51,ctpisidyasdhxphcrqpd
lpxnmeuxnglouuuvtlfx,POINT (35.1904952569602 71.5266095969895),POINT (78.2031881877085 9.0711231952571),2023-01-19-17:50:51,tmjxsrkfowoljdhzabla
vasrypvxqpyfepwhxphd,POINT (87.5739525302238 22.4514953058502),POINT (56.4565582022867 26.4700047737596),2023-01-19-17:50:51,zjoosnndgeghrmwpuztp
awgwhlhtfkrqxarudoxq,POINT (2.4776881683624 49.7704319355905),POINT (83.1689796603872 24.7909303869358),2023-01-19-17:50:51,ocfiiawiuaeovclyuazu
nztryaclgmldyxrazxvl,POINT (48.9507526394956 2.3897564336295),POINT (92.4378160155611 44.1482344750177),2023-01-19-17:50:51,judzpqlichlogqoadfqo
ncfnbyzwzvghewmiseoz,POINT (86.8030444754143 59.4463832146169),POINT (3.117606406505 32.8812595367469),2023-01-19-17:50:51,msjvnzhoejvrainifdfn
wvlvunvcobfrvevfijqf,POINT (50.0469602787543 69.2224324348186),POINT (16.0718213570124 95.7072301429631),2023-01-19-17:50:51,dzyczdzjipdavziqoxan
nzhilrweiorkvvwbxeoq,POINT (92.2050318791738 54.7869044620308),POINT (95.4176212740378 60.7314660946857),2023-01-19-17:50:51,gzobaycmwovvfhpnwmef
wuayadcczpppkrlrbkbm,POINT (55.3832628102826 93.4611241169639),POINT (49.6965359721392 64.5355956333441),2023-01-19-17:50:51,mgqqbjjwmdtoemzidbwi
vwwejzcmfrrukxjarfzl,POINT (47.8767437512163 1.6856988547693),POINT (2.390195695707 70.31642471168),2023-01-19-17:50:51,prjgictpqzrbkhzrpfvx
gyyjfftbtgrkncphwrnh,POINT (29.4864757426717 44.0974388496793),POINT (31.4560127084186 50.9348888773972),2023-01-19-17:50:51,jnruafmpgjmropfmehex
pcubzyxfqzwhryytcqnq,POINT (3.3259587300649 75.5608407169119),POINT (70.3182848194204 93.1126713240381),2023-01-19-17:50:51,nzhviahqylbgdwfpcadp
xhjizvvppzydcqjvvgbi,POINT (2.056032407834 33.091452700387),POINT (48.4617477226409 89.1714836011231),2023-01-19-17:50:51,evvurtpyvaumgwifjzgw
qdkrvalfrdkzkgnucnte,POINT (78.1531923450064 71.1274860903193),POINT (49.5233533378802 72.956561334241),2023-01-19-17:50:51,fuekaocmdiceynhmrvti
umktmeenahozfcposynz,POINT (46.4535578993942 36.6085131985876),POINT (95.7331892443782 14.6117330944437),2023-01-19-17:50:51,pqbyhtxaaobbvifcmrwi
ococugygoeqhynruysrw,POINT (35.6739727948452 24.0770036923184),POINT (85.258505000756 43.6313780185159),2023-01-19-17:50:51,esjoxdzlsiebbkqnejrd
gpncmgdxjmaqrfsafkai,POINT (64.7892524471408 21.0987102343482),POINT (45.2161789969721 33.5548242256648),2023-01-19-17:50:51,tzmznfgslinpmrtbtbzb
xzipxgwvvnytchwifyzm,POINT (91.4522699471743 34.1714448673604),POINT (59.6462266883727 13.7923202956709),2023-01-19-17:50:51,vxvzblzqklyoukxsvwue
qayqvbatwvwenppxyisr,POINT (44.2839438094909 29.4341843435044),POINT (63.4745643742953 6.6419127607734),2023-01-19-17:50:51,wpyzorqffcaijymogvtm
qjupwqbiajrgfhyekmko,POINT (70.0717681288295 5.9460900294961),POINT (22.8639518055543 91.1937453506582),2023-01-19-17:50:51,zbiecnwvbuqcxfayinwg
klszawujceeyksdhpfyq,POINT (88.7037647391985 26.3600694742814),POINT (84.9406055435545 35.8398329284541),2023-01-19-17:50:51,dzntxvjuqiokafllffwe
wqgmnqypvtuvpktzkeuq,POINT (74.4053964220115 22.965305200714),POINT (75.4372753342073 76.2019551673096),2023-01-19-17:50:51,omojxgmjvbvabkcotcbz
iqrnmtgwkozsdxwcsiwi,POINT (39.40668363459 21.0092786283835),POINT (78.3013918169097 6.2053290603698),2023-01-19-17:50:51,hlcwkqzbfkqefgkdvcpa
ahpusnkbsgjvbgpmqbnk,POINT (39.3035082594316 23.0887921407471),POINT (65.1638377375524 22.3666259903005),2023-01-19-17:50:51,prvfmgkhkckhvnggoexs
ovmweodxtbphpucdtgsp,POINT (48.1263982313049 73.787381406881),POINT (83.9411315626781 12.0766451350139),2023-01-19-17:50:51,vqsjfekfrbvrweteofmp
qxrjhatodkgmzabphbap,POINT (4.3237196635119 7.8968491768343),POINT (82.1112295587611 98.9601872702204),2023-01-19-17:50:51,mltrasnibrzwiitmtjqe
trbfdtpntpzllxqknsoo,POINT (30.7033260886988 1.6203222504871),POINT (35.276633446302 60.3531918592746),2023-01-19-17:50:51,jvccsvmxssimvbukzttw
viwruaasbiaaipahifss,POINT (93.5792455510282 56.6888920685184),POINT (9.7670891768577 14.9519261389358),2023-01-19-17:50:51,ifxowqqfpyqoihvqicuj
ozbjfdnfrsyvezsgiwkj,POINT (15.7825688498051 1.6339286172702),POINT (25.2567528652915 97.531432578252),2023-01-19-17:50:51,hxqvgwmljbxxnldjefdr
ioepqorbhziitrhtqrep,POINT (18.3490642595219 62.0237198658018),POINT (48.7384065450079 39.8682693516843),2023-01-19-17:50:51,mqltnefrruhuspjvikit
zdmucoqcseqxggemkvur,POINT (43.3060299995437 72.4677554384611),POINT (68.8549103225907 33.3585725437185),2023-01-19-17:50:51,xuxhrsxrqwpkabxzgyec
ffadqulfwjlzjjhpqjgt,POINT (28.9356035927513 22.1054743382422),POINT (16.7088765048606 16.276855171617),2023-01-19-17:50:51,gfqelutuxefhsmhqlvmj
jutsvqhzigeuhurdjxac,POINT (5.5995839589813 55.8407990286413),POINT (86.4711101379141 9.6638775739288),2023-01-19-17:50:51,uqfykihhzkrrhiqpdgro
tvtyrmqyogiaffsrqwnv,POINT (51.8971156891271 53.8440686825707),POINT (76.9599798354583 63.8206725412136),2023-01-19-17:50:51,ukvjxitrkksyukafkauu
plndqxbpzivgpjnqjihl,POINT (88.0793382576309 93.6722620802018),POINT (50.1706494741138 14.9675894789564),2023-01-19-17:50:51,zcunxmtarvcmtdbmieya
niqoooojnnktqkzvdbrq,POINT (35.0712961075129 20.5095965678965),POINT (85.2678336810116 65.2258743127993),2023-01-19-17:50:51,ifhapgubaqhlphlejzde
derxnvfdmnrdekjnorpq,POINT (52.2268236256217 95.6172350146024),POINT (83.5669156593126 41.3366318746734),2023-01-19-17:50:51,pesktspkzehecyisskct
hhnzrfcqmlejmzdwslnl,POINT (19.8857909205383 26.1309091722251),POINT (21.1620385936673 86.271691705517),2023-01-19-17:50:51,kxgzbmyhzojwmeoeaiqm
rwqsdhxkiwffybbxuuec,POINT (51.3247946900656 43.8262208342896),POINT (3.3205792204726 8.8386241241231),2023-01-19-17:50:51,gkhywkasqgbfcshmbnon
qttaamwskticvyqspoke,POINT (77.9017137233539 75.5984576653421),POINT (67.6597858716208 20.1399308555407),2023-01-19-17:50:51,gnzvziqisnqmylqjlvbd
pxuykogpxbyqirhvshmg,POINT (54.7583353530401 68.4593247144946),POINT (41.9421336540835 59.6213855274419),2023-01-19-17:50:51,geeoqckcsibobeldrsbm
lsivijmyquiefjsiovss,POINT (31.9878962279619 51.0438449725),POINT (7.6250400637755 25.4564342545377),2023-01-19-17:50:51,kifytamydfhryjqbehyj
ixulqlqjtsjpccqopcvg,POINT (30.2822551827885 55.2232466784625),POINT (72.4280757094895 67.389360759257),2023-01-19-17:50:51,buinmrphoreulbjwjyox
mcwkegjuegdzymoxxxzy,POINT (89.7468692267906 10.1430262834856),POINT (93.2102564471979 93.8312690259555),2023-01-19-17:50:51,ruqnkusbsisnfarwiyvd
mmgdyvnqlljqcfxajzvl,POINT (20.12937339286 38.7949307121666),POINT (49.699920842939 35.369836853148),2023-01-19-17:50:51,wugdmibweddvkwsebtsd
zknedibvxotxzfzucymp,POINT (85.7606497454671 85.6409283084015),POINT (51.7922421155187 67.6092102402608),2023-01-19-17:50:51,wimhkwshroloihqxhwpi
hakuxhpisepskzzgznte,POINT (33.1219818047375 75.5250360346042),POINT (66.1849945769493 18.6723019148664),2023-01-19-17:50:51,ohjmmkbghilqeohadzce
hosyuxceqogmsaheoscz,POINT (92.5607486749454 87.8475363016257),POINT (86.4529016971093 80.9233176004943),2023-01-19-17:50:51,vflxykfguhqylmudmlkp
dqgvcwmelsdvdqazvlce,POINT (6.5091542369903 21.4942661556038),POINT (81.2623921821956 72.4260387952245),2023-01-19-17:50:51,xntbrchvnsxloemnwoab
vqtpkejxovjklyaqpqlf,POINT (67.2326216861572 5.6948421258155),POINT (64.984400418953 96.1991075425956),2023-01-19-17:50:51,aneoejvhfqwloqearinn
phwknqwwfvtoooriwolj,POINT (72.249610421036 12.6486250770836),POINT (42.752687731619 97.6078183288321),2023-01-19-17:50:51,zdqftowidhclanewievs
plzjnnqvxliloudmdnfs,POINT (10.5785303409242 84.9983459634815),POINT (78.4118750510491 60.4228549096153),2023-01-19-17:50:51,gwcocgcganzjwfexokko
mqddddtelzebrdqvfsjg,POINT (85.4784326193925 15.4072089916443),POINT (47.2301989198025 21.2541082098261),2023-01-19-17:50:51,vyloywwdizzlrytecypj
mmppjnbmurkhlkcygtuo,POINT (17.3618023279736 75.1266080097295),POINT (58.523706449421 52.673972219934),2023-01-19-17:50:51,ilametscugpkxxojwitb
nycqvaqujjhhecnudbhl,POINT (29.0839385307188 82.2795186957269),POINT (9.138480862399 39.0551199221161),2023-01-19-17:50:51,ljpysbziniwnrrvqfxma
jgfpygthnmlqpgpknawt,POINT (85.6295862408685 31.3509220457284),POINT (68.1973494404546 77.0765024646672),2023-01-19-17:50:51,whvjfdhvagsawdufbgxs
jrjsmogplbdubccyxkop,POINT (97.1090575225914 50.8714498474691),POINT (65.6951327092167 44.911415984625),2023-01-19-17:50:51,dtyaetqpqsfnkbrcmzab
wjrcneoiurbyqgdzyooa,POINT (39.7252112466409 95.0681707468281),POINT (16.9705787980205 29.7549673336857),2023-01-19-17:50:51,aycrhfwescbouwouatvf
dqwvaqtktpwtibceanbv,POINT (96.5134080338407 59.3480704722721),POINT (51.0346232658515 34.5269962226603),2023-01-19-17:50:51,sdvgxwwgrrvxqbwsqhan
jvlvnzuxiaykcmvryvmj,POINT (84.4750883209412 28.2577488771593),POINT (75.9280732564426 82.2401506046849),2023-01-19-17:50:51,xlwhugfkjhplxpjadxnp
yajmkwpbsvrokalvkdfg,POINT (79.6060695373373 61.7319518857454),POINT (86.0136679345619 47.1902911411389),2023-01-19-17:50:51,oscyqglndufypeboynju
odvifmjzsfhcnzvpmymy,POINT (64.0548764593189 44.5660883341531),POINT (63.7251369987959 69.3626607430281),2023-01-19-17:50:51,aursriyppysiybnnfekj
uqdjlphmierbtvfjixvo,POINT (31.1368529806809 50.5206188513171),POINT (35.6521265534725 19.2122424260347),2023-01-19-17:50:51,wsvhkgqkkiuevgofeqgb
pqfucamrjmavenvlvnhh,POINT (43.8252123862746 16.2332413074795),POINT (10.7337727444641 21.4401998538231),2023-01-19-17:50:51,ikoqpkgfkaoeumhkukfx
telosjpeyvibgsdjtalr,POINT (43.4057359807588 21.5140277601731),POINT (54.1260475283992 61.340207035163),2023-01-19-17:50:51,cyooxnsjwbjskxyneokz
raqbehxumldegcjznfev,POINT (55.9470535146936 8.4364368178424),POINT (98.8339918353595 97.7089638433548),2023-01-19-17:50:51,yzfheargsktbmiilgskf
avfxbsmspjedjgxuyfzg,POINT (51.9634940749289 85.4956940232962),POINT (58.9389883497187 46.3183788513932),2023-01-19-17:50:51,xaxwbadldoigckhmeqqm
spsjlcjxhcsnnvuljeld,POINT (98.4177817036992 77.5281639134726),POINT (10.7102455145193 27.7115653155065),2023-01-19-17:50:51,mnazhnnxkylclrvwvagi
wvleqnsqlezrwrnrkkjv,POINT (50.4999372486171 62.447359727814),POINT (36.22154448448 24.1895956818817),2023-01-19-17:50:51,swodspesmsskigpvnyql
awzzzgbvrtwilysqfflf,POINT (64.7378480289122 31.4880740580192),POINT (65.7476490104446 97.1843595819204),2023-01-19-17:50:51,arbizupoetmxzrjwjrrq
uknxzivdbaskyhjlgenv,POINT (75.0297373927029 23.3404173100712),POINT (49.2329753830235 88.9853136698319),2023-01-19-17:50:51,zjvcirfquxbvefkkcrwc
wjtatqrzfttrjzmxvvho,POINT (16.5417988317506 46.4918885226285),POINT (39.6112672478195 31.1105030199618),2023-01-19-17:50:51,acaqgtqyowfwzimlmjux
kwuzsumcyfvogidrljgx,POINT (75.6854730433752 56.124635037999),POINT (3.8553342553223 78.5228076074173),2023-01-19-17:50:51,ohnkgsxrxjqtzmazebcd
ouwsijzwpeweebddreou,POINT (5.5908891637584 91.136547395589),POINT (27.4975206739858 55.4859616176144),2023-01-19-17:50:51,kculbfbwdcljqrlyzmgr
sibhukziavvmlkkcqply,POINT (65.151566587954 19.8887829458989),POINT (9.0718616441629 44.3480971824411),2023-01-19-17:50:51,kpqpyglsiewpskjmetht
uozgxkqrplvfptroiotz,POINT (48.8283654615172 79.6070030990535),POINT (33.3672325764964 26.9543170307691),2023-01-19-17:50:51,iyddqgdikqvqmfjuymbi
tonyfbmwmibrfxbjcftk,POINT (77.4182765348991 4.8942063490399),POINT (16.7310665889926 86.5113585838543),2023-01-19-17:50:51,jmwpmzybhtrwtroqtmzl
dvaomoyuinvdersxnocj,POINT (18.5229153099865 5.1740071324605),POINT (52.2647530102164 60.744401941563),2023-01-19-17:50:51,ojhshowmmmcjgpgsabuc
bncitmtlnnflfxehhvkb,POINT (49.7994201702293 1.3860405035181),POINT (66.2970222072646 21.6608831044904),2023-01-19-17:50:51,wshhravsmexyfyabbtxu
epaqivxznaqvkomkpegs,POINT (74.8180784463139 27.4963628944163),POINT (6.6085725185515 30.8054896327997),2023-01-19-17:50:51,vglxvczcpwoxpsocyfgy
ubzoaeyhieuockqjpqkv,POINT (10.9614316546234 59.1360924968259),POINT (1.2502172074657 24.7867809172963),2023-01-19-17:50:51,jyytbrauoxnkczsvycfl
njfstycrepvsuaixrpwb,POINT (59.1360594368144 47.513460741858),POINT (62.9899345900783 81.0847840630371),2023-01-19-17:50:51,nlbhhcidoetxsnhscsrz
iavbllbjjjutkorqhpun,POINT (92.6120230749726 51.7643082618403),POINT (22.9449936741695 2.8616090128256),2023-01-19-17:50:51,xkwcqbjzxeegmcridafz
iyxkmbeglzvamoxqgnza,POINT (7.0922276206988 92.2937408726925),POINT (18.630942226668 33.9720051080637),2023-01-19-17:50:51,wcamziugzgctjkusxvct
ohvzqybvxphxopuaeasx,POINT (77.4794922284166 80.4864040756048),POINT (90.8547642454251 34.6813639187357),2023-01-19-17:50:51,uutthabmojxwqemjjnhl
iwgptzbjqudubxzrbqlb,POINT (41.764817440267 66.0666205417379),POINT (90.9428039577928 8.2510491872987),2023-01-19-17:50:51,daeadnzqoepkaivyyhxd
ukmjqytgzbghslwjqohd,POINT (62.1559220435218 1.5044239220116),POINT (7.1537730237566 29.3135038279437),2023-01-19-17:50:51,pqmyffbmxynwbhedntbc
rqmtjxudnxmbvfckptdd,POINT (10.226550844454 19.6411432602229),POINT (79.3303389876402 74.2431968846291),2023-01-19-17:50:51,xkkavrwwnbquwbwjvwmn
uvghuqoxpjlhljwstqul,POINT (38.8014141313443 84.0691996393629),POINT (54.9074284866639 98.6244859343302),2023-01-19-17:50:51,cbbotrkatlexjryogkhm
hvthlowsfjynuznostsm,POINT (81.1416612533338 92.6325620681394),POINT (48.1654825088315 50.6888505126041),2023-01-19-17:50:51,onizizhmlowsgetqjicl
cxlxwcyqqtqgurjempsr,POINT (84.0622441343249 45.9726285671941),POINT (62.4638537371153 38.8726382908746),2023-01-19-17:50:51,utredwjegpdqnjodvkyh
zgcriogsvqahdzfjopnr,POINT (30.3138529869353 41.6985215140053),POINT (84.0622001355279 17.0423833291757),2023-01-19-17:50:51,zngnpynckjwveivuaorl
aluxkgqyacgcaxixmeho,POINT (20.8015712647945 29.9193831018567),POINT (2.2820512959681 50.6125226481893),2023-01-19-17:50:51,iiboeffetwsgrbztghhn
vvmnigdwllbptccaqini,POINT (64.0507671823873 8.7329573654342),POINT (8.8203660553033 75.8239622679778),2023-01-19-17:50:51,nhicdollttqscnvsfrwq
kmlbjmwctgnvtfuwxrvb,POINT (71.5656209576557 73.3187295507312),POINT (9.5269461204517 55.7426366792335),2023-01-19-17:50:51,mykrblqwzyalyzhalsun
njxvvlfmaqwplninptec,POINT (78.2252582710647 70.9097816705389),POINT (94.6509979871874 78.1190665326831),2023-01-19-17:50:51,wtbofxajahrhfmszqltt
qrmslmlzotbsonwjimor,POINT (10.9785277593199 76.2448923192471),POINT (68.8410527644388 62.3211268444351),2023-01-19-17:50:51,lkkdijufakaaciidfwly
ztamwwxbefapbyqmqoij,POINT (26.7402452896184 59.979255804162),POINT (80.3608898722363 50.6499434132598),2023-01-19-17:50:51,ivlvselemcbyhldhzoxd
dnjnorgrkyhccoqrvuxw,POINT (65.2213416238285 28.1723543758498),POINT (50.4783843255858 72.7293380264645),2023-01-19-17:50:51,igjqbrxzqvmvdmqnqaeq
slzuwdhrzsnuwhhxesgp,POINT (89.3680375313366 10.9523912695899),POINT (22.0777405250673 67.0727728379808),2023-01-19-17:50:51,fgoaicjqvsudenidyvbe
fahrgeeoxmyhvfxlmzbb,POINT (81.5877724913568 29.9935171112475),POINT (82.2200578238776 39.7993537388054),2023-01-19-17:50:51,ygvlakjtjynzvtirtysj
iopjeeuheavtxnealfxl,POINT (55.3077797914191 40.5997848258109),POINT (41.3365403705119 97.8140858516499),2023-01-19-17:50:51,shkkhuzscjvjvjqqgjxm
pcnicalbalwveztfkled,POINT (47.8415450899459 26.244223056812),POINT (86.6638228324726 24.9338011514517),2023-01-19-17:50:51,rtrsraqoqmabafambinu
myrykphfjgvtqjzanxpq,POINT (28.6852978784693 72.9684802551491),POINT (13.1155660674418 15.1812648492237),2023-01-19-17:50:51,kpplpabffimsfdukevgd
dlbiigatfkelnxlvtasa,POINT (53.3573855384263 45.0867043988078),POINT (24.580983532001 32.9397016607984),2023-01-19-17:50:51,zmwdvwyxxvyboslstlqd
mxkvncbsbklrnjiohejc,POINT (58.8020938144222 80.7799741973072),POINT (6.1933346956876 47.3044473772095),2023-01-19-17:50:51,nikkwluhyfxhcestcyge
eopjupbhgkijtgmeqngm,POINT (3.8151896446085 69.8980188948365),POINT (18.6380189162907 87.793121920298),2023-01-19-17:50:51,vxlnehvwqwnvmcpsbuzu
lrstgxkpiwtgsmexvegs,POINT (63.1885260709906 93.7577984046344),POINT (28.6856176648326 25.8827054463477),2023-01-19-17:50:51,kohufqyookzhaecidvuw
ieflbggypkpojftjfisd,POINT (38.4894006707175 17.4993166385882),POINT (18.1578011531962 18.120011250569),2023-01-19-17:50:51,wuxkdilxdjrlrwchfqby
jvkpuwkxiasocgtmbcdw,POINT (24.1640809389772 15.3026866074029),POINT (39.5584782056132 43.7971320196757),2023-01-19-17:50:51,ngtybqzpnbohcpxywebs
axzuyijvtaeqjldhnmct,POINT (45.4102449567188 85.944022004873),POINT (22.0433936146429 67.3771373367209),2023-01-19-17:50:51,ieixtbmsefejqbcqhisp
erpuleonoazgfcpenjtl,POINT (30.4658121392119 71.3994504414259),POINT (29.9088338430734 43.6381444741324),2023-01-19-17:50:51,yqayrjiyhltpvsmmzdec
mkbxmmabhyrowdrybhqr,POINT (63.2627247102454 1.0283461021524),POINT (18.1021816659773 82.0632999093695),2023-01-19-17:50:51,hwkewuhexbvjzyuminaa
tbzycernthsxjewwnlxi,POINT (64.4189900367345 11.9040011341572),POINT (52.1574460878077 77.1580438924106),2023-01-19-17:50:51,dwocghtgobtrxcxyyuod
arihbmabfqalvskqzzre,POINT (78.2200190257508 23.5659511265587),POINT (68.0899185820753 18.5932639605097),2023-01-19-17:50:51,asvwoozxpfpjlebxtgmo
hzeiriehzdhrjlnidyub,POINT (7.3429428724755 46.183682526594),POINT (60.3772076508954 38.0579831729375),2023-01-19-17:50:51,koehdjsgnoqfpkmngzqk
ejbzrjmirfaznkitelkb,POINT (87.4711341341026 62.4837672146836),POINT (87.9192474452314 73.0628759781219),2023-01-19-17:50:51,jhbtivgijuorbvzcrsnn
xbtvfgfpiszmlnneydfc,POINT (73.878470216765 75.6675636143629),POINT (12.9271280013105 53.8190641940296),2023-01-19-17:50:51,zizrjabyvjorbirvkreg
ctfemqetpleknkozogsh,POINT (98.5199507291044 49.4971667052413),POINT (31.6619282628205 80.8468361454457),2023-01-19-17:50:51,gwqifplcxwosyuyzwvoc
nmpqtlhkozhjfokthfvy,POINT (19.8945083757934 14.0471694910819),POINT (25.8692489541238 19.1874422244968),2023-01-19-17:50:51,lyelehujlbvprtwoptky
gcfpxifndsfvkomnupkg,POINT (10.7210992199175 88.6976312400123),POINT (11.8748661410879 64.7100771822905),2023-01-19-17:50:51,btbcliardxzwscxysdbc
ytxetilvttnuzjpcwtwc,POINT (65.6271675114706 82.790745844998),POINT (49.9334616128161 60.402508801885),2023-01-19-17:50:51,ycohsrvgrkkzkbeyiohr
qakramlipaxtyefvsuzx,POINT (98.7474763004209 31.175260340546),POINT (12.6573910687724 95.7399043183308),2023-01-19-17:50:51,fxoygfdduxignmxmyzuk
kkwawojuwzanrleyozqo,POINT (79.7002507909246 29.8867027588509),POINT (13.5583360558242 14.2351292825459),2023-01-19-17:50:51,wpfeptyhvmqltphenfbx
cvatsjuuytthwtaqxsih,POINT (34.0621497485611 39.5453750875283),POINT (39.0695224670631 28.5818013730935),2023-01-19-17:50:51,buzvrgitllrwkkrxfzdr
cuuzgkorrhqzmyqccmzl,POINT (14.7506047392467 89.9367336245299),POINT (42.3014888044943 1.4831693912943),2023-01-19-17:50:51,qjirdygzwmdvfdymuicd
zmtbghhchvvezonabusr,POINT (7.6500063133133 8.2236344451811),POINT (25.4755260402135 53.424423804245),2023-01-19-17:50:51,jdgmlzbhrstcreqevuql
njmydtxphksphidodfht,POINT (76.6995892578257 4.748899021676),POINT (89.4002179783887 1.2099065880589),2023-01-19-17:50:51,njxrewaniaxlpvhlyxfp
ebxhybfboddhhncemtue,POINT (31.4960521417654 13.7328094364131),POINT (26.5230684678699 77.7130060043869),2023-01-19-17:50:51,xugjwnippldvwxepudbd
prtsqfterccyvmabylhw,POINT (12.2844664094503 56.155134953902),POINT (17.9003472471255 86.0798459000705),2023-01-19-17:50:51,fvixmyznjjkoajtpbmpj
dceppfoqyhxywqwlhihy,POINT (25.122328499238 48.8980200485275),POINT (11.1016117587162 80.0847949005989),2023-01-19-17:50:51,zohjjujxcaweshpctmax
xumwmjwjuxwkfhjpgtyo,POINT (71.9879335102175 97.6831258095034),POINT (73.2595146973901 84.5200294363535),2023-01-19-17:50:51,vucfkeskawertrtppiea
tnvboxixqdcpueavqybl,POINT (35.3780063275733 70.2352312266109),POINT (26.3264024098111 65.052207507043),2023-01-19-17:50:51,bfepfjiiavpmnwfbaany
bbtaifrorntppuzgnxqk,POINT (31.0938011845783 54.316193303913),POINT (82.750948115959 42.1484596573653),2023-01-19-17:50:51,nncvkaqowwbrjbcgippd
sfmcgrpqkoarbyaoibzz,POINT (49.6261619476243 66.783082271902),POINT (91.0526302445781 4.8698706214076),2023-01-19-17:50:51,pmhyknnaqzjbnaobdtrx
oqjekvbyftalgqxatecl,POINT (84.1668871689252 84.249139234548),POINT (20.7948712982933 13.5594875405655),2023-01-19-17:50:51,yhvfrqfjcoasksdxxwmi
dcmxtaizggasfkwxvbys,POINT (61.8252995905554 50.2390739699029),POINT (80.9731627202327 62.5860942782438),2023-01-19-17:50:51,fdrjmzmmxondminnwjqn
qztzkefghmfwuuoazfbt,POINT (97.5467747821938 29.6459778664391),POINT (91.3634658791776 18.2060757337481),2023-01-19-17:50:51,vdropfztdexmiywbhpqi
tvjwoyfkbkszyyrmyprn,POINT (62.9621150424521 55.5692078007801),POINT (88.0148783450567 14.2608155258309),2023-01-19-17:50:51,yubdflnbrzhvplkbjpxn
uriluysentjznzlrgcpt,POINT (2.9352935266391 75.0762398009613),POINT (79.5825989303517 6.0319123098055),2023-01-19-17:50:51,leajrhygtqjllaslxcmc
skqhcsoutwdqpfmnyrpn,POINT (10.2246133355946 33.3148434664317),POINT (15.6440574604632 56.6334776112542),2023-01-19-17:50:51,firsdpbxkuwavvgoxqim
ughdletwobufchfmfcox,POINT (23.3094578520897 96.1307683875994),POINT (82.9118599241382 75.9113873901234),2023-01-19-17:50:51,zrnoeiwnjjkodxfgylrb
ykbyvitgxowelgdbhfxr,POINT (46.1635480687774 94.6362905247243),POINT (75.3491849230038 86.6751351397575),2023-01-19-17:50:51,ohbkitlmgfqzxtduujcp
