region,origin_coord,destination_coord,datetime,datasource
njpsrhrmcfqvpbutcrhe,POINT (43.3730172145578 58.9157245610427),POINT (91.8753160848254 35.5223895936281),2023-01-19-17:49:54,blvzzvazrswogxgiscbd
aniuocaeblzltvisghtx,POINT (3.0264334849636 79.0540327802818),POINT (71.0939369711991 5.0073408876324),2023-01-19-17:49:54,nagxxnzrpaihaexbjvtr
wvpdoxyienwffwjuebsw,POINT (68.1081976263482 92.7792786158581),POINT (63.1743425735512 41.1606656064042),2023-01-19-17:49:54,rrafhcjilsegjomqhtin
xcdtjlmmjdrlxjzplpdb,POINT (70.4670253235219 77.9551025718383),POINT (33.1854184551314 43.7512736737184),2023-01-19-17:49:54,wffiqquctpyrdlcwxmcs
ofvkfqybijdxyxqnzryu,POINT (69.3749484840261 15.0780577367687),POINT (74.560963305358 16.9358924168923),2023-01-19-17:49:54,kpvcspbsnqrgclhmqtgg
ulotnmsxmfuawrflouac,POINT (12.5883964402936 23.2059503846044),POINT (28.294770085136 66.6400522007219),2023-01-19-17:49:54,jzhhccbbnxwtwdyimvwz
mhlneqhgqnfmbrzqnzai,POINT (22.3663255612925 70.191619392313),POINT (53.53220008571 28.5224787946997),2023-01-19-17:49:54,ntopulypylfngzasdkhq
fnglhsafazodhygxjpto,POINT (85.189373253736 63.5375353489029),POINT (79.3105557249752 82.1290056277379),2023-01-19-17:49:54,ouhduebodvsjmoyheuxt
glvhoicymziwqkamzbsc,POINT (88.6190988144437 31.2938038375489),POINT (28.5787054975428 57.5446807184789),2023-01-19-17:49:54,cpvgpaiuakoouxknxpnk
wuluceulfimqoaesfuyo,POINT (1.5040681221023 76.0631914486977),POINT (15.2527278444962 29.1907248699846),2023-01-19-17:49:54,fjxuseqvzteozbfvmacc
ofrdjnrzdqiywbhiezoc,POINT (15.990244925914 16.9739317027988),POINT (90.2951950880641 2.1473877592658),2023-01-19-17:49:54,hfdkuavszhhpvnaqoldi
gwaozeuosesmabpdumcy,POINT (35.2362669740469 43.3282930480844),POINT (32.2100358488284 95.1815501438872),2023-01-19-17:49:54,xowkjvgayohqkkmvvmbj
dbiktmktcdydisqjrfhw,POINT (44.4679334039999 18.1211463548889),POINT (47.4276052167078 63.1470035464713),2023-01-19-17:49:54,qnpuljyahygzmwcpvblt
twjyjkjkajchnnybnqym,POINT (80.6876487758481 47.6684919933964),POINT (46.3268855394973 7.799256439235),2023-01-19-17:49:54,lqokpspzjhyuyjfijmbe
pighmvapxwwnzepvugqe,POINT (84.4176067508207 10.1890081492655),POINT (82.3451378270726 5.0493784836599),2023-01-19-17:49:54,jvsupkqkcjceybxnxbqj
oklsgmglvnvxyhltngxy,POINT (73.8398985676382 13.8216090365806),POINT (58.4840681734374 63.1131467714349),2023-01-19-17:49:54,urxbaebgcsvpmjwvtdhu
vczyhteclycldzewfxgd,POINT (34.1185184489885 20.034839781001),POINT (73.6832515405935 37.5075774430414),2023-01-19-17:49:54,lqmdlstsslvygdgnkdgi
faekptrkjzvhacknnevr,POINT (31.1301788311015 44.1150627410864),POINT (57.7878211959952 20.4352296776384),2023-01-19-17:49:54,bvhhqktzlwthkqygrkwo
tapmffbrqzuxjdflxhec,POINT (12.2405885992573 48.5354758996227),POINT (20.9169291063152 14.168444517791),2023-01-19-17:49:54,wcamggnnkuhlaogunrkm
rkquwxedfzwiwvinvnvr,POINT (61.6939966294542 55.3664751761056),POINT (32.5015954055171 32.8025761158539),2023-01-19-17:49:54,dzjmoxzehepfuiazsijw
fdkeyzcyzfcskmgofqkg,POINT (49.5105178905864 50.9640769892686),POINT (71.4248529090031 79.4240254254005),2023-01-19-17:49:54,tujxfgppkxqkqfxthxud
bwnmwhltcjfsgpvxnxpr,POINT (51.8016162686289 1.8381669846358),POINT (29.3712964712929 93.9615348015008),2023-01-19-17:49:54,grkyikvlhscxfimrnmeo
fvwshbfednftkpdyskfu,POINT (19.6282588728796 95.6650035767203),POINT (75.8200836321749 79.6324012282827),2023-01-19-17:49:54,fbzpsiwapkrhmwfmvpxz
beazqxmetywmioweesys,POINT (24.1761868126657 89.7391976792326),POINT (34.3077946093715 46.0338792122712),2023-01-19-17:49:54,ihxugqxlzhcecbpslbeq
cfvrtthdzvzwzopzycyh,POINT (4.4384882617639 65.9181845399274),POINT (80.0995815176386 48.4612038854876),2023-01-19-17:49:54,pegdbukkgnxcgghcwhuj
mtjcuiuyrdecrmxcpcpc,POINT (52.2316381747442 60.8673215409325),POINT (1.781688909152 89.4237422851405),2023-01-19-17:49:54,cwkodibhafzewdstmntg
sognhrypjruyviiuuujk,POINT (76.0801380189254 44.5003291523887),POINT (70.2316452062473 67.7416548033781),2023-01-19-17:49:54,moshikmdmrzgxixiwvvo
kzouumedoctzlyryncya,POINT (51.6222118775397 42.0055255369761),POINT (4.6482819102526 77.4565406465459),2023-01-19-17:49:54,jtlvzcqwsovyaorpqwng
xgheesclyinwtaasmpqe,POINT (98.4584130222673 62.2236666351302),POINT (98.7233825852785 73.1199546522161),2023-01-19-17:49:54,pnnkroyyyprxxbkrzsks
yflebykztnoatihfnpgd,POINT (14.6415176692558 6.7498226158048),POINT (36.3177470812285 90.2349648457308),2023-01-19-17:49:54,ssehsypiwfybhcavqftg
xlriiootuqeeosjfgskr,POINT (93.4954017810225 56.8395742682011),POINT (58.6140844022967 90.8163253725193),2023-01-19-17:49:54,uoonjpngbekwnwzoqavl
dhumunjbwtbauadvtvfm,POINT (22.3450132388378 6.6478428248728),POINT (24.7448300272802 18.4653555715757),2023-01-19-17:49:54,ydczfmdsfljzafufehqd
viylbgmirvgpdkpijxkm,POINT (19.8995161774719 25.1015832054418),POINT (28.6435078572793 42.0891654238622),2023-01-19-17:49:54,auvuyvmchddhjzblkyds
stappqdhlobvbdevebsf,POINT (46.2447459763189 3.5984517550861),POINT (82.5031757040314 6.3273503359972),2023-01-19-17:49:54,mtxqugbzehktxialcqot
psgyhlitplthpvlairts,POINT (3.6682231623233 40.3400912133483),POINT (17.5320962352391 15.112904619969),2023-01-19-17:49:54,vvrzyekznzhybgpfjsux
baeetfhnkdsnmmexnchr,POINT (51.7099759501008 43.6648175872046),POINT (9.1523862592662 48.0997269953857),2023-01-19-17:49:54,hkmybvaauaoxmwpvidij
afrdyqjcayvwouvoskyv,POINT (22.878497180822 36.9487120295584),POINT (33.0286942521883 63.9317008484294),2023-01-19-17:49:54,mdmyqsgvxcinceuqpxmz
jpvozinbogzchotpfbqb,POINT (3.8572538536154 83.8661872684637),POINT (62.7546430466616 90.9704134823253),2023-01-19-17:49:54,yovqqxtoeovchvlpjrtm
ugciofhlxhcesazlysxj,POINT (61.2559158890048 33.2369129209602),POINT (57.15100661423 43.1923207991362),2023-01-19-17:49:54,lclkcpuhlhvzjghafwvp
paeetckunfmziykzfyib,POINT (80.6908861243732 30.4430351499675),POINT (41.5241655995864 97.6143597856012),2023-01-19-17:49:54,mrloonubfinervlgmfit
rszhitwneijyrnybcpbf,POINT (77.4316991690032 12.0550483412211),POINT (22.0123446784076 54.0169817672893),2023-01-19-17:49:54,cphphtqiwhfliwwzmngi
dpxlsbzsipsgeufndwzd,POINT (38.861907159254 96.1599233554593),POINT (17.4326345428081 38.1216024065583),2023-01-19-17:49:54,irdowxnxbjakpytjrzht
xpmhcolftrtyjdxckvcz,POINT (72.3849168214431 49.3883035752119),POINT (79.1859438545821 92.9687501437773),2023-01-19-17:49:54,wjivnuwludulbpcluapy
hqrmftcsktaofkluncax,POINT (75.4011093803596 38.1440428313497),POINT (86.7392099834169 18.404193292314),2023-01-19-17:49:54,tttirwlmogqhnhbwybnk
zlsbmwgbkmrjvpoyshae,POINT (6.8106302780267 11.3116012656015),POINT (44.6520041797605 9.6820810739048),2023-01-19-17:49:54,gpwiejmtghyltxmdluhz
vwwaqgnekexvtfbrzhdp,POINT (25.053251480572 31.9368722273233),POINT (51.1443238560315 18.881240442475),2023-01-19-17:49:54,fhofqwhowvvdkkunwpod
gechwmveqjpcjxvqivco,POINT (38.9287727958032 50.9800645858461),POINT (55.8345106385359 20.8417675783635),2023-01-19-17:49:54,mtfbgkrahithdfgvjrap
ctsxalrejikcuqdbvmtu,POINT (24.0626799881916 31.1761353251573),POINT (73.2499852764224 37.4032785126625),2023-01-19-17:49:54,ubkrvjwxxugnnmhvqmqp
bcageybyofwlcneesykb,POINT (39.7439802607263 32.9864259039114),POINT (42.8655559163848 20.8309003907643),2023-01-19-17:49:54,qzziygrqolqfxzszjlev
zbolukttqtvjpohdsirh,POINT (35.2025686309505 24.1007503466503),POINT (45.7048492203869 36.8620810544895),2023-01-19-17:49:54,nsdpjavkpthfmtykvtte
mjmnolmyusrwahjfcfhv,POINT (96.7399117400525 50.7536709026594),POINT (83.6846029640564 32.7400519853708),2023-01-19-17:49:54,gglvyttusazfkuzzaqlx
tutulgtaievnfolabqyb,POINT (87.1627600051633 32.4114027488566),POINT (27.6497181300056 2.3764184020284),2023-01-19-17:49:54,ojhnlehzddwxnycmzxsk
tefshzcgmqlsjfbuzzkr,POINT (70.1038211026488 6.7120403745074),POINT (35.8656913599758 74.2636757373005),2023-01-19-17:49:54,nukfmifzrbayzcwvexgi
jhnknmerhcpsrrgpcdji,POINT (16.0692123238359 9.5823125242176),POINT (74.4079039568958 66.2667964888787),2023-01-19-17:49:54,aaroazgpzxndlgehhusa
slvszszdmfmjbdgezldj,POINT (7.9757129196904 35.7653425923089),POINT (77.9017731410749 26.0364823714857),2023-01-19-17:49:54,dlejebcaoqqwjfrzmpvz
gctzjuyjgzwhciqlqbwv,POINT (1.4933909231913 76.8633848863413),POINT (75.3635951118226 62.0051867739059),2023-01-19-17:49:54,kgydfweeawouygkyglcz
ffvjgvloiraeiiyrrymo,POINT (76.6450242665665 72.1205809809392),POINT (67.0814861834948 46.1130858997696),2023-01-19-17:49:54,ymfpbdxsdakkjcwfhaqs
zwoovxlldstcncseyiew,POINT (57.7180910825733 65.6327465732089),POINT (37.9376051523728 73.6577952495807),2023-01-19-17:49:54,jacjhtgzjtobktbaqdtz
pblbrmbvqnzfmarjaqbi,POINT (19.5862389531447 74.2196360911871),POINT (10.2835726482682 73.6440304407456),2023-01-19-17:49:54,glheezkkpqsgyjsrrswy
zgdnrxzpmpqdrdgcexro,POINT (5.7086498267594 73.3706233254855),POINT (96.5729530796284 81.4898549728564),2023-01-19-17:49:54,tpzgpofojgyjibxcjlrx
ggkiivlftutuhqatgzen,POINT (85.5038590179552 4.695457647351),POINT (84.583914161757 22.8928285303213),2023-01-19-17:49:54,ubrvqtfypfbjivpbezpe
qrcffrophcmfmdtpxxgl,POINT (80.6807594028052 95.4846585646494),POINT (62.4601882951224 84.1368968168362),2023-01-19-17:49:54,qxtsqggelhewwjrbuwob
thhlvgkroacjwrckbdpz,POINT (64.7158769412639 95.7043447266337),POINT (63.8373414533879 73.0860945904236),2023-01-19-17:49:54,zwxzlmxhbujxqvywrrml
pqucxcgnmmaxihlemovu,POINT (42.3243809436774 21.0541447716919),POINT (13.3688632565846 96.9030513362151),2023-01-19-17:49:54,byvmqvdmylaftozvptqm
isigbqcwfeinfxcdlpzi,POINT (22.830511293749 1.9342129064764),POINT (21.932127618774 52.3431353233641),2023-01-19-17:49:54,inyosmzzhisfintajhjd
uzuohfnucgcrciwfegbp,POINT (75.2102867555779 44.1258130462987),POINT (13.4172639912873 80.1266666004507),2023-01-19-17:49:54,wtvybuwqjsakdgmnxoya
jvmeyojirazlzjxsrciz,POINT (46.4167164538104 90.5165761525247),POINT (38.2297605572908 48.4345478031446),2023-01-19-17:49:54,wbmnjtngpjnnpgvmuqyq
ztrhykfkqbuyaszrjsja,POINT (60.1731288030046 60.7061809600124),POINT (37.2048355096713 90.1142697155731),2023-01-19-17:49:54,xvlnpbnutbdrdxuvhwfr
gmpoqdyiizjwdvapwaui,POINT (70.753763991021 55.1030716028553),POINT (67.3774391909438 20.075095799405),2023-01-19-17:49:54,tncnimktikxtvhdiacuu
xbpoumuyssqafkbowamb,POINT (79.8546849124148 6.0128775082296),POINT (56.3013884768325 45.5942914743969),2023-01-19-17:49:54,ytsfkhkaochdfotrrvtt
akwgdhhhiasyvhcqmnca,POINT (20.2800813955809 31.4179076796963),POINT (63.2803941621535 79.7083197485482),2023-01-19-17:49:54,najhqabnxuawoggbzlpz
yirslaeybxmdirfnwdpt,POINT (54.1321906795825 58.3560243637096),POINT (7.9776333505328 36.7524668298866),2023-01-19-17:49:54,yjzhrpiebwfmtzhnvifo
gfamwoilbrdfvocszmur,POINT (1.5221402367497 22.5344714977909),POINT (8.2000148381105 78.1005143696319),2023-01-19-17:49:54,cxdcaowzjghcksnonimk
nfvdmjeoakmjnhatuhjd,POINT (71.2556369603242 72.8908082253264),POINT (26.9931297946655 9.0669956460341),2023-01-19-17:49:54,icohkhbzxjlkdmrhgrfp
uoekuwyvkzcoianclpye,POINT (40.7093690310693 25.5112801337817),POINT (29.7045910674631 13.8560424067554),2023-01-19-17:49:54,nmvrrxczggzvtrbpmdai
nurwezwxdkzmfbkzhboq,POINT (84.6775472883781 67.9254576313155),POINT (90.154498820478 35.2437285872148),2023-01-19-17:49:54,akmcxdcxnewqqlpylyzi
fvynxqclakhixvonehix,POINT (98.0416394822151 38.4005403711994),POINT (11.6195746492617 71.6179067906721),2023-01-19-17:49:54,qoopxdvrxbvdkigfgbuf
ycwgdeearrnbenkgqjvi,POINT (75.5194586458535 64.8777470019375),POINT (89.0453134775711 53.499458053735),2023-01-19-17:49:54,nkthwlzwxmtaumtyewde
tbsrhqnhkokxjesoepxd,POINT (52.5788820000979 40.2217122577347),POINT (14.9294054462627 98.4127880215727),2023-01-19-17:49:54,uxjrhahpgtpyifufupsc
zqeybknbpigeyjsphspj,POINT (49.2376118316772 75.9164122389491),POINT (38.7462520967668 18.2756410241968),2023-01-19-17:49:54,cxwoeyaphjmwgrploxls
yzvzzjenzqaqtqwgvuqw,POINT (6.1090226427148 1.368037538615),POINT (24.503603816337 26.9192475379009),2023-01-19-17:49:54,xjylpmugeahrciuxtfcy
huadsfiftmpmhagwkwvh,POINT (11.9653538165177 93.0688650870318),POINT (76.5893402941425 42.9442025720304),2023-01-19-17:49:54,xlfdzdvspiisouqloofy
bsmxquiihpkkelwtyjel,POINT (11.3055054630874 55.0368687233905),POINT (61.8303083163926 89.5495323050316),2023-01-19-17:49:54,qyzzjixkazyfdiebclzy
iqjiwffhxzymlectgazl,POINT (52.4148573880295 17.4366671010451),POINT (18.7256085355747 84.9716272358177),2023-01-19-17:49:54,qpdysmvzzoyuwxwrfeez
ahtbmuuwhupekibzyvrc,POINT (89.7658847202198 95.1123846936293),POINT (5.3043146090765 81.0777813851922),2023-01-19-17:49:54,kgvahemtrpoometnoraq
pxerwzzfsgkdpwuyejfo,POINT (58.4389016858258 18.5687653680184),POINT (53.2253254265319 71.0787734731804),2023-01-19-17:49:54,pfasfqtnvrkorgfajsfq
zerlpalnlzbfujnutgma,POINT (89.1858992719102 9.6971571066367),POINT (86.7074756700538 97.0691743191472),2023-01-19-17:49:54,nyusudjyynmdftkxyuqa
sajqpgwhxajakmaruryx,POINT (19.3197262000687 24.0269217947679),POINT (94.6486844907699 79.6500897316381),2023-01-19-17:49:54,jyhjemusjslrkgfbllih
icsygsmprxjunygbiszo,POINT (71.2990500256924 90.8693087633807),POINT (31.183218510749 26.3559885746457),2023-01-19-17:49:54,fchqpoflwvywitfqvknc
szbxeimaquxbmgfbipig,POINT (60.9072397369686 10.8194301060999),POINT (72.8455332438096 73.0684063939817),2023-01-19-17:49:54,agqgwiexmdphgctzspef
wmtrrqkusqjpbrkyhfff,POINT (7.58131217578 49.7870199119908),POINT (90.0951181849185 20.7471046258043),2023-01-19-17:49:54,oiitcrbbgyiiagzrorbe
aizigsgleikodjqqopni,POINT (4.5316649225964 53.755716964717),POINT (90.5521276876036 8.3773520638323),2023-01-19-17:49:54,uveizidtzegiyeybtjdm
fqpwenocqfhqgjuxhrgr,POINT (98.8388999699788 48.0267242026958),POINT (94.7505696729705 25.802836182962),2023-01-19-17:49:54,stngftsydeevbjtporig
ystsurpydunqjxcfkoap,POINT (3.9507739232075 61.8688969826123),POINT (82.9922421105593 3.8859315184461),2023-01-19-17:49:54,ogjzmfadqqgjlqwugsze
zkofwysphevczksrfkuo,POINT (52.774215544763 36.6464488042765),POINT (23.6627216933417 97.8756962679096),2023-01-19-17:49:54,gcceaocnnyazisvbzwdr
rwikxivpksmupjdtepfq,POINT (20.1061726243706 88.3567285728911),POINT (85.7771239106237 1.6712439549767),2023-01-19-17:49:54,vajfxyswwsrlunsdrrtx
kbxjwkynzstwzhlhseql,POINT (76.472050018776 78.4031382408467),POINT (9.1919182503383 9.9642355710117),2023-01-19-17:49:54,hsatftgatfairhizbtjw
xykibdhmcwxzmwvprevj,POINT (8.8146422240961 16.0666600372669),POINT (5.2282449844225 33.3291498479406),2023-01-19-17:49:54,gkysbuynuwarparvutkd
dosvzvodbpmnaqycvmzi,POINT (4.2547011608168 48.9449022385128),POINT (21.1462447968083 85.293942222377),2023-01-19-17:49:54,kuyopeihhjhepybfbeov
yheawlatygqnzwgeowzz,POINT (68.9446952836539 30.046690485354),POINT (55.4209993068544 98.8985354802141),2023-01-19-17:49:54,nfmqcqwfibsuriogsxay
cauhmqpabaauzciszbss,POINT (16.0903616909705 88.2165372245532),POINT (28.0217685217706 75.027278242845),2023-01-19-17:49:54,ahhdzntqgtdtutryqfmy
physgvbypwmspdzasyuj,POINT (36.3180237285987 18.2777478336188),POINT (35.8843278587677 68.5693924549685),2023-01-19-17:49:54,caogswpkiqqsblxhnxnb
zhedmnjuuyrymxvpjgfa,POINT (78.9864659081529 68.9943684240434),POINT (7.8600176445324 46.9415142569171),2023-01-19-17:49:54,rnpyxurmcsligyhcjmab
bbequmlhvbeqlftistkr,POINT (43.7702890402232 16.9781482345379),POINT (87.5635376150884 5.4614631267729),2023-01-19-17:49:54,vogzgcmuappouuzegaof
gkryaczscidllnpkbvpu,POINT (24.3126083227358 45.4296912854427),POINT (12.5419529148255 74.8897700538725),2023-01-19-17:49:54,ehdlxwnuepcudtyooasy
uzvqditzcyxxvoghzohu,POINT (57.7382700149967 40.6848171809863),POINT (11.5210792819683 34.0264855241977),2023-01-19-17:49:54,xudkjccjielvduzgxcfc
tgkwckzgsbivnsiihcqx,POINT (21.7306264786815 53.8420090835036),POINT (23.0364422203085 77.9510192228402),2023-01-19-17:49:54,mzfqwtloaqntnaaddjxd
nfcgyhumpfelsajcnckk,POINT (78.9637084545455 98.8662099618197),POINT (60.8475073814788 71.3813958110933),2023-01-19-17:49:54,divzqachbpiuphiunqxc
egjzpeowudonikfhbirv,POINT (82.2813126463685 76.9639395443188),POINT (70.5785635800514 48.7435619111323),2023-01-19-17:49:54,pypouvmtbrntvdfwesjx
rkdkrcfeabugozuyvrkk,POINT (2.5134289575119 25.4198492344592),POINT (65.2384353139983 79.3047231184578),2023-01-19-17:49:54,latmchgjnthdwwecmruk
ewnsxayrvnfutjvnhebg,POINT (34.6713314193778 70.8635385083663),POINT (97.3650586124347 46.7369436140428),2023-01-19-17:49:54,dgouywnokklptpfcdkwo
xbixecjxwcoulymczrmr,POINT (23.9263728394962 40.4225715349792),POINT (20.3698518766554 64.2481463449238),2023-01-19-17:49:54,vaorniodmwejfferuerr
jwutxqqnswrantmfpyiu,POINT (97.5346013091266 16.3808901335375),POINT (5.7958334965799 96.860718218926),2023-01-19-17:49:55,jccpkscejsthnwikxdua
iguwrufwwwnqgqrzpqvq,POINT (33.6749361436545 20.7441056503503),POINT (25.2577098740393 71.3861831821886),2023-01-19-17:49:55,djwuopeadjbudldyddzg
anjqwgswtxohatbkgeep,POINT (97.8976971951296 27.33635677279),POINT (18.4133855804539 5.968648593983),2023-01-19-17:49:55,ucysojmktioquhzmifgx
grrzqcymqvhgriqwisqu,POINT (82.3693632359226 36.000724359737),POINT (70.1184096353053 76.5611902610072),2023-01-19-17:49:55,esikjtzlycrhfywynnmm
nfqkfgidazkedapafnui,POINT (51.2649786383679 19.6798232186456),POINT (88.1813054872916 69.9910936030694),2023-01-19-17:49:55,xxprfupscvcnrtdftfdl
dafxswmjsxdgzkughyms,POINT (70.3625009791234 36.7608752309144),POINT (20.5140736368783 46.5633371548969),2023-01-19-17:49:55,tzktodwvpcjrisxhavtw
fcvbruqiiofrodbghhbb,POINT (91.2716517992731 96.324868736676),POINT (9.9811435295574 34.5433460925167),2023-01-19-17:49:55,uihtrivwyohefjohzxhb
fcsqmyzdwztqffyknoge,POINT (95.6971154554764 45.8382669144993),POINT (88.0968731132348 97.9178963556252),2023-01-19-17:49:55,vaqiyrxbvsxleclwllag
pgsvxqwsenitfznjpamh,POINT (23.8534806452302 51.6855073341111),POINT (60.1767747336184 48.6698685654166),2023-01-19-17:49:55,fakerezlamwqwvydgazd
ihhegutkjwfjkegmjwxw,POINT (55.9515471178164 14.9412991212288),POINT (7.0401164460506 36.0568726777815),2023-01-19-17:49:55,jcfwygabjxrxfjqoxcrh
paszvdsdlhjggbavnqcm,POINT (2.2505489487786 45.7204954981937),POINT (30.5316671487468 28.9209720455665),2023-01-19-17:49:55,mdxtneakkgejshyabavo
ownaesuvymfozjskgvxm,POINT (31.3504489787184 52.781568086515),POINT (93.3071523584863 66.9539427923537),2023-01-19-17:49:55,sbhshdzsohjrpvengkfr
hfyrlmcyypkcbdepeaph,POINT (66.8177975641062 29.9065243504613),POINT (56.4799452015914 17.1528375134408),2023-01-19-17:49:55,xrhyginphhyjnruurjhz
hivxdwbiybfufchqydgg,POINT (98.2956111923584 33.3377216873423),POINT (76.1831540250966 88.3493240475485),2023-01-19-17:49:55,scukjvtkzdlifhrwakfv
pjxmtkqezyttnpgsgggr,POINT (74.2389860006221 79.8652792212453),POINT (65.0110912663242 33.8288952283716),2023-01-19-17:49:55,zozohilbjqcwgdomowve
prjlemssfhgfmsnsdvas,POINT (13.6336044207254 31.2329622782032),POINT (20.0985475527801 82.729552849235),2023-01-19-17:49:55,ibsfhnepbeuwclzwleqf
ztjrrbkbhlksmfkndmtc,POINT (19.0691035457001 59.3412932727444),POINT (96.0854026033868 71.9480130070302),2023-01-19-17:49:55,gblxoivdgmtknptvcsrx
hexwyaqhnhocpcbqhysz,POINT (29.2446699636457 62.9969338609528),POINT (78.3977160886893 45.7560491969554),2023-01-19-17:49:55,zbewdnhpyrdpanrillkw
zawzjyfvxifafjehrozv,POINT (91.7921179161974 84.7383937698831),POINT (18.9387773959294 95.280787252852),2023-01-19-17:49:55,fkqtvvckmdeejackftnw
iiinonbqztuuckjzvbqs,POINT (77.0180649615406 12.3585422558626),POINT (14.8416524328166 3.8962545698273),2023-01-19-17:49:55,ksxqhwynfjdxqneyxwfz
plgszvexsvrwtrzfqmrc,POINT (28.9186218913773 57.1753438875176),POINT (35.7653528146533 66.7880617642962),2023-01-19-17:49:55,apxxiiwokxmigsyjcxid
tjzhhlpvfambthobemwl,POINT (67.487069012505 60.7916279559104),POINT (84.7853240819639 61.9550971740922),2023-01-19-17:49:55,vbfyuromfgwgackvhrfd
fnhhfgtytwoaaujwjiuc,POINT (64.8602910678486 92.3134539748602),POINT (10.3084581164309 90.6065389198372),2023-01-19-17:49:55,xtazlneflsarfgpvsmgc
xvjwtdnixxhnxosqlybo,POINT (33.4429285435565 27.9265316653553),POINT (92.437405030643 9.0375593877168),2023-01-19-17:49:55,mjhylmsdslgqtzhkyvbj
vmvzypaoybujivuyaarz,POINT (77.0185950087463 93.1059067109094),POINT (72.5083384539203 64.3657129891578),2023-01-19-17:49:55,getayvsvshkebqjdppfx
qjeinbwkrqnqpannkvnh,POINT (52.3891247106464 22.5931020089997),POINT (56.1551991925673 85.5488285818173),2023-01-19-17:49:55,zliomxqevdeutqpvwkgp
xheljyuwyusssoswznna,POINT (81.0828823272047 76.8918520336283),POINT (68.4443935886537 35.8920164535169),2023-01-19-17:49:55,pztlnsebodlpcyjgkqvo
cftlntyvxrbxkthaujhz,POINT (61.0243191053204 60.2191349157218),POINT (66.3396709576841 10.3781447714707),2023-01-19-17:49:55,ywanrhbjxxepnvplegbf
ailzrmryvbilmbnbjkns,POINT (11.5980787142963 23.6840938805616),POINT (60.1573473057135 34.0462084613121),2023-01-19-17:49:55,rhdbotshenrwyuphgmvq
rzctimyefaoqtmzyhibs,POINT (85.5917100982096 39.1808192167511),POINT (33.0498071385331 46.2761663366456),2023-01-19-17:49:55,qplbzawdmpmshnlcqmon
fcjfirasygqkanengptg,POINT (21.0604348711286 80.5455367436979),POINT (10.0254684613417 40.4415735077962),2023-01-19-17:49:55,oqlcmsgsdmhiraevknts
obuyxpyrmlsjtpglodls,POINT (74.6099441095074 50.9309723379515),POINT (98.4700261977048 96.7069219255832),2023-01-19-17:49:55,qzdpzwnusippexymedye
dwdwwcaxtgcrxwclnskk,POINT (88.2274497400621 74.4062619037682),POINT (28.6759355016652 49.1027917123362),2023-01-19-17:49:55,onvnhsddkyfrixbsdhbf
ywzqefyyiwnaaceqgtic,POINT (50.9751358138542 51.7766388790676),POINT (1.2573973760978 25.1490186878164),2023-01-19-17:49:55,pzluhrbevbbdziwfdbyl
hjugzjzrrqryduefnibe,POINT (20.5216334726168 14.8403793159534),POINT (24.6324007893265 6.1385801951478),2023-01-19-17:49:55,vhcduuimeyyvxpwwtqxs
ivljdsodecgtyihvncfd,POINT (10.4973909114709 91.9140449877868),POINT (71.0412383381743 10.6368113705741),2023-01-19-17:49:55,fhzcdyemumnblsobwthg
dqxrymwlqogfsmqoedee,POINT (71.1801312757948 90.4310018663102),POINT (62.1072086972958 71.3072398972186),2023-01-19-17:49:55,pabvluwvimffneswkzwl
bioctylpexbyyxgdadbe,POINT (27.2612935670201 91.8426737096028),POINT (85.5271306945011 20.0029263003831),2023-01-19-17:49:55,zbraaburhjcvvqthmunr
ugspfcswoxxzwmdgntdw,POINT (83.9025595100661 54.048453172518),POINT (28.7043286132644 45.5542515817459),2023-01-19-17:49:55,edlphuooolnprmbvyayt
wgkqtkisuxanhjhvbdbv,POINT (73.8033742810823 73.7737518928247),POINT (33.3355255540571 14.478828204365),2023-01-19-17:49:55,fjkmlulgcrkznrkyphyy
hnwjwcqurwcttqvjxhgr,POINT (43.9540729084061 18.6098829147745),POINT (11.8602168354619 64.5667979859683),2023-01-19-17:49:55,duohmvlzeakupbluxcpr
ukfwcnckmqvmbabkgbfl,POINT (24.621989975454 51.0185318525144),POINT (27.8888818494571 64.6520676497818),2023-01-19-17:49:55,xzwtenrfcdgvntqyikce
sqqovcwgmvinkvsjuyqf,POINT (91.7149106733389 70.6602364170838),POINT (47.3683726430715 46.8627873756479),2023-01-19-17:49:55,cngrdwwljzwsapsoxctn
ocahmopeerqtwghnnslh,POINT (43.6478261542936 89.6348617262008),POINT (94.2252864087999 33.180016861401),2023-01-19-17:49:55,hafrfyzwpiwoatvlfphv
rmzfhxuelddaldmhurik,POINT (62.5794684432519 64.3247768046604),POINT (89.1346458271152 28.031036484872),2023-01-19-17:49:55,drdvrfgnyeubkwxfpvsa
zlpsuapbpbosvklqxqvo,POINT (51.6915281930753 69.3499325321773),POINT (79.8352679700414 2.6116631620788),2023-01-19-17:49:55,wynekphiyxffvmjkghfw
ysdqdgkydnfkzdbrkwmi,POINT (40.0627678380526 81.9898850947312),POINT (63.064548133711 78.718397971857),2023-01-19-17:49:55,oiyjbwqxjghvlkynwjhv
nyyeknxuidrdvcxnbgjh,POINT (94.9446264061552 25.2806449926222),POINT (48.7838415837778 74.6002647876526),2023-01-19-17:49:55,dxpjwwbkfmioeycoxpoh
vflwatgjlskynfeeelck,POINT (15.2750183741971 63.4340280267838),POINT (1.7795286611864 49.9597087891384),2023-01-19-17:49:55,lhsymuqlolqppaokflta
