region,origin_coord,destination_coord,datetime,datasource
krznbihfmgleompabedl,POINT (91.1056799638784 11.0267654458985),POINT (92.4155211167605 65.3083263892788),2023-01-19-17:50:12,twoernrcfxbkjbdsiycx
urhcmacnxfofmdqlkqsg,POINT (25.5902198443309 6.9187544679463),POINT (61.6633619582534 53.6254178556509),2023-01-19-17:50:12,isddbqpwdliofdgncdsg
laeqpsnblkoniytkkuew,POINT (17.1056878752235 18.6433150908144),POINT (88.0133817920546 87.0411378687544),2023-01-19-17:50:12,ighsrmfvkgtxauifkhzs
nqvvqimamhmptqzczwys,POINT (11.8919336021683 85.6259307851949),POINT (60.876034189082 40.3919193078974),2023-01-19-17:50:12,vcoqqzzvsxooaywruotd
rbsvabtdapvkhevdhsai,POINT (57.0744018572036 63.4642126758766),POINT (68.3217201493863 67.1048094018618),2023-01-19-17:50:12,bgjwjhnjizgniuvvhiar
leeqxfbplsykorxjtsno,POINT (54.3358274477134 48.262861891883),POINT (47.2017660924626 50.9099196283728),2023-01-19-17:50:12,vzxollhkbzagzmifhkoi
illswbttampcvjjykemi,POINT (7.7906075806326 80.8626050701199),POINT (91.8137973577496 56.6149436819087),2023-01-19-17:50:12,bucfuvytnndktddbvgyv
yefmomepaktfwhblptee,POINT (5.8473645027307 13.6285172455276),POINT (32.1011881975857 98.4370875203857),2023-01-19-17:50:12,qqmybklgdbevbmzjtspe
xnmvezlkwamvzfhopdpr,POINT (14.7653441781208 11.4908254469103),POINT (20.7417818240314 66.2033344925631),2023-01-19-17:50:12,itlaccnvieyidmywtpkf
unnzwscaqrlwrlnlhbkt,POINT (14.8856065969242 79.6140608923026),POINT (4.9622944689696 77.3399179002057),2023-01-19-17:50:12,mibmiqdmglcxhcjmbdey
jzthraaooqdhbpbswbqz,POINT (32.3452811179229 40.1995335628181),POINT (82.6797435377265 40.4884868082769),2023-01-19-17:50:12,ymnowjacsqxyrdwmbmiy
pyxkczykzlzmjvaifzbn,POINT (92.1613489579917 59.2133715516781),POINT (25.7986443074771 69.4287947250779),2023-01-19-17:50:12,ejhgqjhwudkjiosorjrk
xedsfrfymphkhkvgjeux,POINT (7.5445255231228 62.1614628025268),POINT (77.1038980228174 35.5949255195098),2023-01-19-17:50:12,klahfjcqbswcdtudhfyf
jijagidpgilhfppdiqde,POINT (86.973723386512 34.4991322719184),POINT (35.1843106190814 28.1153238932993),2023-01-19-17:50:12,csudxzndkdscqbfamsxx
uvyzbcmeewjwyioemkcp,POINT (59.5913481332678 71.9165426674337),POINT (16.0547532984657 23.5673139002602),2023-01-19-17:50:12,qfvpkxdvsykubqxjjqud
xzvoazdujxaplfeeyrco,POINT (87.336095167914 41.4960404453664),POINT (79.1648754364144 58.9050911100497),2023-01-19-17:50:12,ehoskyslgmxfvulixzgq
xowshmoavjrzzjkfrgzj,POINT (72.529982944562 22.6717745224085),POINT (67.4243238410955 63.0896111292278),2023-01-19-17:50:12,tnxgzmzzqqkwrjwaowim
nnmztwgrhqusnazydgmn,POINT (13.533888607539 68.6377641301704),POINT (17.3612157828121 59.3626862223799),2023-01-19-17:50:12,tlkmhhfkwxmgqkysykgo
dhqprcbclzrdwgypiugj,POINT (94.4294965099599 62.9244387551646),POINT (79.9003130021795 88.9491572810552),2023-01-19-17:50:12,zzxrydatlvquxqvsjjtw
nstrroyxwauimqtliwex,POINT (11.7995997409013 31.0873462017443),POINT (92.1537600197885 6.1267788702978),2023-01-19-17:50:12,ejxywjfhwzimvyfxmcds
glmueupzstsfkwcgfccn,POINT (76.9875263649058 22.5426728680706),POINT (31.3142502784794 80.6014373203076),2023-01-19-17:50:12,lebpuqvpxbhbzivigihg
clpxgfmuaxxehgmveuju,POINT (7.516928699279 49.8082302021127),POINT (91.7335060084166 90.5316845231832),2023-01-19-17:50:12,sufjgdvhizxyihworals
thktgimokltxithtzgyf,POINT (85.8178126399632 34.2650564179389),POINT (18.0644975571776 55.1811757635892),2023-01-19-17:50:12,cwumhgihwyatebvrzmtl
pwxazocdesztzjvujeuh,POINT (67.549662495454 37.7023550096168),POINT (38.4647727533462 91.484728812056),2023-01-19-17:50:12,ewfpnkmfzrwkoirsfmia
segultjvmwzwztdiyhgz,POINT (17.5729521927443 18.7586212293703),POINT (88.5885332186105 39.5514036771936),2023-01-19-17:50:12,syzfwskgrfroiocbcnrx
joxmrvfavbywbtqokozc,POINT (17.7959816332024 50.4454354800955),POINT (69.6833034717208 61.2603809339338),2023-01-19-17:50:12,kphivkwaexjtkyfopaic
safhpaxqjxogsnqgsbeg,POINT (77.7208041831278 60.6082975638099),POINT (45.7582526445495 8.5755589289877),2023-01-19-17:50:12,jsbqtrkzfqbgiznnhxhy
drfcwxpmstqhjnvnnfmr,POINT (78.3387774820789 62.3555219083634),POINT (2.994990449946 59.6744855922655),2023-01-19-17:50:12,bfuoioqecpxmdrpjxdkc
zmyoltqdnjzkgksczgfh,POINT (15.0668676593041 59.4190938875196),POINT (80.2279885053562 9.2053649596666),2023-01-19-17:50:12,jlbshhzrvqlaaupyvspm
lpfkboeaqulgujxlvdih,POINT (69.4155603511729 79.0821161352813),POINT (14.7218901136328 14.7141580943283),2023-01-19-17:50:12,mctsiwjllgmaqdjzcqhj
epkhqjzzgupjeflqoqet,POINT (13.7266524833288 59.1977939301118),POINT (87.8187500915409 75.1292539792614),2023-01-19-17:50:12,ewguobryrvkueyamtqgo
cgksrmjzyuvkrvlbqrys,POINT (60.1317988116448 93.1225974534486),POINT (86.3165095876328 62.3662965917428),2023-01-19-17:50:12,ogtuxnrrwnivmjtoftgb
uwqafpgyrywlyozrqokh,POINT (73.5893479413121 13.181307769081),POINT (78.9634174720794 28.7881619844671),2023-01-19-17:50:12,gfbwfyybnuelcyiwineu
xwujrzrobmzxbysrwkrk,POINT (10.1731653926636 92.4498932452708),POINT (91.0220276236334 11.1083531053245),2023-01-19-17:50:12,cqvimgxeraxuowhtwbaa
mbwvasettxkxhsksscfx,POINT (66.713671081705 23.6752431851584),POINT (65.3725798728393 85.2233133692041),2023-01-19-17:50:12,dobcsidgjjifguivvkia
kqayzpuggxuwnfudouip,POINT (74.561182832525 2.9924228514441),POINT (90.1169521589153 31.3563673778595),2023-01-19-17:50:12,twkpnkffeuynbpibwjvu
ouykweplrobiniwzddoz,POINT (27.7367550971118 84.9551887404368),POINT (65.9004648653058 42.5487389608843),2023-01-19-17:50:12,fdbgjmncuygxbtbeimhn
wcscmvharpgjdqapqlgi,POINT (3.0193590381406 25.6208929121275),POINT (42.7059885767812 85.7125330391742),2023-01-19-17:50:12,jfjjaxmpjuahpwwhbltx
xtopeqzgfdjuinxfsqyw,POINT (54.5483377496801 78.9511267088994),POINT (47.0962825913134 75.3075981658928),2023-01-19-17:50:12,vqoheaiwnrpfekjhunla
zimcueorxhgewvgimebe,POINT (66.6636555069032 30.3643876186063),POINT (45.7149499114228 26.8141784857132),2023-01-19-17:50:12,rsmcejjeckioqaqekqsa
ubfxwzhqfpbxdoinwoim,POINT (39.5747066872446 87.445439938607),POINT (86.2777907656681 62.950583727098),2023-01-19-17:50:12,kloimwnjwkngfbwrrjbz
ntwbgruiffvndgnqrmce,POINT (78.0836101763822 85.8175516545723),POINT (26.7540495679825 82.2041539305012),2023-01-19-17:50:12,wjttnxveizljpyzvwwsq
vompavecndqizhnpdxdw,POINT (45.9455971116583 77.0821702514444),POINT (79.619100251967 40.9775295640865),2023-01-19-17:50:12,aeyjgwuiqenvnyrumofy
rnjnudmdowchgmtqpioe,POINT (34.3240499582437 66.0053442631922),POINT (23.53778241265 90.3571093070207),2023-01-19-17:50:12,cliucabvlzecgcnqfwgc
nsxjbqhuhvbgrukfykfs,POINT (78.881365366505 90.3968770281663),POINT (5.3612965629203 86.65816908436),2023-01-19-17:50:12,synekkixemaiqdcyeqwj
zqlhoegvwsjqtwbbeizm,POINT (2.6338425218423 78.1010035530577),POINT (33.0237931802572 80.609238054566),2023-01-19-17:50:12,krvfkwzgoicqdhgsbcfx
qehnldypqcbtysuwesai,POINT (41.7844450511839 83.2150558666032),POINT (39.8834541020897 44.2846510796336),2023-01-19-17:50:12,urxdueiudpldxayghuhs
bhvtnblvsqifxxuxnvuw,POINT (23.5875969133982 85.2385435496588),POINT (9.3330704974592 71.4937490627562),2023-01-19-17:50:12,rpxghjeltbcyuzqiokfp
kxjpntcxqcgbbuhzcrso,POINT (70.2063668904718 90.1584566308272),POINT (43.3787805395633 53.1876198265481),2023-01-19-17:50:12,uczvolvqxoklpxkksier
zbprxbgrtrwpwoejasnx,POINT (20.2221826537452 14.3157997777873),POINT (24.9562832944053 59.7714542156546),2023-01-19-17:50:12,qpvyhthenlddsiyjiaqf
umqstomqycifjcjdqftz,POINT (68.4411090717594 31.7212931627682),POINT (91.446200135936 62.1943826599663),2023-01-19-17:50:12,tbxnfdbpiclkscbxpwhs
rgqzlwpaypcvkgjntqal,POINT (25.5098399793735 86.2331478118093),POINT (54.8728880286395 37.9194106676378),2023-01-19-17:50:12,adxoykqergumsequdbxj
bnbtlfrchbwsefxqouik,POINT (65.0684396412316 78.1848388563138),POINT (93.4603293273263 88.5680706244677),2023-01-19-17:50:12,qcmmpsaqjdxiyqdryrjo
dfwdawazgejxhfvzbvrx,POINT (66.6933455662877 40.2127775549679),POINT (41.2840909799772 63.9984372739327),2023-01-19-17:50:12,oshleclqjwskeavpusyx
nkvzmrhvsxijcpanxcui,POINT (15.7628797241984 77.9452593841002),POINT (45.7723931591662 98.0313716630174),2023-01-19-17:50:12,xgoyhbhrujlogjrofjwf
ihobgkaitbnaenhaavdf,POINT (79.5904215569662 67.0685626560761),POINT (15.5458520458826 75.7609840590347),2023-01-19-17:50:12,mcvtbojchgkdlpuxkbzw
zbxjeutkbnkrsdcbonha,POINT (36.990187471505 5.760882658525),POINT (43.6502490155339 4.5017091698681),2023-01-19-17:50:12,dnaxxbzydkaateqelucv
goslakfqxurpqxpvnvrg,POINT (77.5293446282746 20.7507795506915),POINT (88.7498778198117 62.0822335552513),2023-01-19-17:50:12,imvjijnldlkpcbaaognj
wgjkarrjdvuhjsqliaez,POINT (87.5215748243152 4.7413879021655),POINT (72.3351966023776 38.8456010482352),2023-01-19-17:50:12,cddscqpqtcmqbrrzxspt
qwbkbuoylqagsbinuejs,POINT (91.9983051875867 91.7773118019531),POINT (25.2133120000161 16.8659175641544),2023-01-19-17:50:12,cvctlmhaklowarpwkrgx
kaosaiffcequmgaxtjaj,POINT (36.5933598872361 5.591021542567),POINT (53.1917534019251 18.4058347786567),2023-01-19-17:50:12,xlvhiimhrwlycqcocifl
wzjdmrcpehwdmrjwvbqp,POINT (9.732882368325 70.2016125165832),POINT (84.309801674214 80.0837939266141),2023-01-19-17:50:12,hdhtoknlpgmwuzuqslbu
cmlmwcasczfvkktcoxdm,POINT (86.0325074617856 43.6584703157716),POINT (51.3926035002232 90.7480716767061),2023-01-19-17:50:12,yhhmfahsbzpcqaqlfanj
cvdkiwbnxkrralwxgbwt,POINT (43.0102295683472 87.5818221070638),POINT (37.1785738523837 46.789318946353),2023-01-19-17:50:12,tkixexbwqnxjsowzhezh
pdkvlfuvghtsvvbpqsud,POINT (35.6890884329882 26.5518908899464),POINT (55.1632021421812 40.4032115359251),2023-01-19-17:50:12,honkcwbybpwwfwcpvnvp
zasqfhcmwjadzlflrqce,POINT (43.1994760451204 58.2843712896802),POINT (48.5149277238503 60.4481824082846),2023-01-19-17:50:12,olosbqakfpisjtkrequk
skhucqflxcqudzjwhmye,POINT (79.572505698238 5.2104887582637),POINT (86.7108033305993 36.4562685170962),2023-01-19-17:50:12,rycsorornbuhwtrumhop
kgfojqduhrfrhswepbau,POINT (66.0529507103487 78.7029031973653),POINT (22.9739739712228 95.8801720704583),2023-01-19-17:50:12,mhsrhnkstccaqhqbwoaq
ibaedxxxlrkkzkutvezq,POINT (4.8904218516077 59.8486415190143),POINT (30.1391663329748 85.7753194396455),2023-01-19-17:50:12,pkfkauaojzfjttusvasm
cgvnejchidhdatyabavi,POINT (20.9318123284166 75.2897356805383),POINT (76.4109836658263 53.6150534589747),2023-01-19-17:50:12,jxlyxanoqgulibkwprnu
ximvtdcboettoretetzk,POINT (42.7853543680743 7.8162544559267),POINT (15.8257693944247 21.8995603396993),2023-01-19-17:50:12,mkjcqpwhmhwbcvzsnfiy
yetpqzdadgocvzvkybjn,POINT (30.8336599132523 33.1202780444784),POINT (64.753429392425 71.0745982962883),2023-01-19-17:50:12,ajfbgixlxfqmxsfxfrcn
bsufiwwsnqmwzikiruut,POINT (49.4623949132312 49.6697918992255),POINT (42.0318917505072 14.5355007145647),2023-01-19-17:50:12,ttdlbmapibgrtrhxdvew
fixndyqcutjiuulqyhei,POINT (17.7642721174233 18.0170996483036),POINT (90.5554410530771 81.2804119983822),2023-01-19-17:50:12,eaobtkjvycgsmzuoqebk
gigapfyzyvrpzcganpzo,POINT (45.0714851491431 26.797041092336),POINT (12.1719350768585 80.731105523977),2023-01-19-17:50:12,rakyfxiwefueyxsvzuno
poobkxkygksjnxhqleob,POINT (75.9833394343695 9.8372118003811),POINT (93.8416266087018 26.5737064931157),2023-01-19-17:50:12,xstxmddrpddeqifzjpfe
kswbxyyxswwjsocwqnxn,POINT (13.6338072303427 83.5003950713905),POINT (10.1705456846076 53.9216783632764),2023-01-19-17:50:12,upchlxbaeuraoqrtqbeo
dqewweredtiucsxqshln,POINT (85.9252515310442 85.6054461191969),POINT (78.4734349179982 81.1985649616132),2023-01-19-17:50:12,aokeywdbvtmejgrgctnr
folitivqqnfgxpfphxdk,POINT (63.7444015658828 73.1360357732064),POINT (36.9393648385511 11.9057058845405),2023-01-19-17:50:12,poxmjisqngsnxxlnupzc
tcxcciqhfscwnwjudbax,POINT (70.5575860125858 64.0777175656721),POINT (65.6887894748368 48.071140428185),2023-01-19-17:50:12,hfjajtfwnqlvvnriaobl
puniovoamdxmruqrvnun,POINT (17.1806181729937 92.2203523744468),POINT (40.8652510132812 96.4302646723314),2023-01-19-17:50:12,mowylioikmfytfqnekbg
lbdrrqnvdpgppfiwnbql,POINT (26.4920190238838 72.9194911863011),POINT (21.5909544744361 74.5075747714714),2023-01-19-17:50:12,zqcmgxbiszrxzlinckci
tgumeicwwozkhzqkbsim,POINT (73.8275821704262 49.1646276629121),POINT (14.3272705167499 17.5277954447011),2023-01-19-17:50:12,buvnfmnzacueyxgtykrw
cywefycvggxedqpigibc,POINT (49.3109010587542 90.5236565046664),POINT (96.8280187228933 1.6416607380374),2023-01-19-17:50:12,wajoahfnswupgcgndcua
tjamksswprhizkclpdtc,POINT (27.9601237517109 69.3656073447368),POINT (18.1129462777215 28.2967689949747),2023-01-19-17:50:12,wcjiysqtsgowcmkngssf
cgtflcpyzltkvpqetzfg,POINT (59.3710437148026 90.6257386859414),POINT (35.3675726085603 92.9256136941519),2023-01-19-17:50:12,jwrdgrovpaadeojbtlhl
frdikzqtjeomttywysmc,POINT (92.3590657354526 40.5632470831361),POINT (77.2238328780055 88.4509130092996),2023-01-19-17:50:12,ibyislekxqzalcifcmov
bblvirpyqbuhscqxdplk,POINT (50.8057222260882 96.4331302233205),POINT (90.9604842188614 9.148944757408),2023-01-19-17:50:12,zbofxyswuhhdxgbpuqma
ywmecrgmvkahrlsvmuic,POINT (75.5320539002912 2.7361490181234),POINT (3.3603863808091 59.9777583100153),2023-01-19-17:50:12,axraleztlskyadgcojds
gzsfdhkzicrijvtlqvpc,POINT (98.5463086688885 52.7839519325894),POINT (71.5126048442984 48.5333005086668),2023-01-19-17:50:12,rtrsbyzbymjbrpdrpkpg
qfutycsifttfuvfxbpnw,POINT (45.4023330468138 82.5943504327719),POINT (94.4937929296895 89.7247308330295),2023-01-19-17:50:12,wtosfzcfslaelscvbdbr
rquzgjvsygnyugoiagpl,POINT (34.1168579150436 67.9429222876133),POINT (59.2906040129685 93.8047428179314),2023-01-19-17:50:12,ijnkemxvpfbqmayztcbk
ngdfgrcmaixlnuqruiei,POINT (89.9259179406503 58.1040307721921),POINT (12.1290778658861 49.1376034148266),2023-01-19-17:50:12,jnqkgpncjbjmwptzqxzf
rbsmilhaswnrvxsqmove,POINT (51.467901521752 94.9277584198113),POINT (91.7991081844842 52.4405183626756),2023-01-19-17:50:12,aeqnlaoulptvpgjpgids
zpcxlmupiarozucckvue,POINT (74.8020493611363 19.9952895628487),POINT (26.4734483740476 73.5159721188444),2023-01-19-17:50:12,lnwkukrnfwgvhhhrpqso
vvrsedrisevhqilivchv,POINT (7.4697953577113 23.9676500269103),POINT (92.2775180070618 64.0327525557231),2023-01-19-17:50:12,iwmsztjmlodvhsqpmcwl
yjmpljdtdzsauhvworop,POINT (67.9823100047454 76.1686397207037),POINT (35.5952110813554 9.4932785673096),2023-01-19-17:50:12,hgljkdcnckugqnmicqhj
iyrvlohjyohaccbozbzw,POINT (97.4735247631614 60.2238317523802),POINT (96.3102637256216 6.6151551648496),2023-01-19-17:50:12,gzukraxuzabrpvtnaolo
ftirvaofmsykynsmrwiw,POINT (79.6208855148733 58.3859253165184),POINT (12.742429054874 95.5872948834272),2023-01-19-17:50:12,tkdrprjnrflctrropmvj
tbjtmzzcpbypomzblpow,POINT (52.2857750710558 6.4865690450821),POINT (49.6066184586074 23.3992543834383),2023-01-19-17:50:12,kqwjuvjlqkgdobialptp
frkzgnazrmdwzbkdqqwd,POINT (89.9823000625519 73.6359782665591),POINT (75.3004154021158 40.2354210282775),2023-01-19-17:50:12,iwqsajnaiwafqdanfwrc
fzqdizdeknmqobxxwxeh,POINT (64.9107717084777 27.5998060561807),POINT (47.6394879438483 28.4319214931467),2023-01-19-17:50:12,vllvpglgmrtybtnzcigj
lnvjyzosvxmiupxfvmzp,POINT (72.948910809677 7.0716173914506),POINT (22.4399079503663 57.988084420125),2023-01-19-17:50:12,mnqmghpgxeshpudihtbc
audzbpmyqolwkztocidk,POINT (58.5402315900646 96.8969931420538),POINT (17.8203929501123 46.3203363993245),2023-01-19-17:50:12,ubuskyqjllzhaxrrlbrl
ubjyjvmktmitoilhzotm,POINT (22.2214812669229 66.331814417326),POINT (94.7761908723849 67.4075246825698),2023-01-19-17:50:12,jmczwreyizbskdkshgfj
arznlrmdgaxxkbwaueed,POINT (36.2468785079442 82.5409592561863),POINT (23.6148096234856 48.6834560836796),2023-01-19-17:50:12,ufiugwscwuujcgxiuhvu
nqiamyxvigxlhbryykvg,POINT (69.7299852024556 77.4030100313485),POINT (2.08185369824 59.737320802809),2023-01-19-17:50:12,jpsqwzvrpkdlsqadatgh
yklqmftzmykgkogytqbf,POINT (16.0927306627365 45.9311517052828),POINT (37.5314556603145 96.8545359769818),2023-01-19-17:50:12,xupcsaunststxynusdhv
kvqshpjgrsmveuvijyiu,POINT (79.6003572646958 67.995118414858),POINT (29.3019435970256 54.038482933414),2023-01-19-17:50:12,hbfcsmlhevejkhqbhxhl
nmluthzmpfynrsbpddzd,POINT (93.7577421007145 15.4389114100927),POINT (72.9681624771285 25.093811550991),2023-01-19-17:50:12,xxvwhoupeymnpqxdiwkr
ubnzhmqahezcohlxzndp,POINT (5.3313612564967 94.2359735581997),POINT (4.9700534889008 8.7761835650753),2023-01-19-17:50:12,rpqmbzwxhvxamrcwkcdx
wqozcvctlmvytpwdxrdw,POINT (32.9405825832699 32.6592228284131),POINT (50.6005909752158 30.3092485994109),2023-01-19-17:50:12,sxmrzuuhrdmxpphnxniv
owkvxtuuihehuwpfaauf,POINT (32.0554988681676 22.3538549747994),POINT (28.9713528151715 80.3996599637453),2023-01-19-17:50:12,erzuxgqxwohjwrwnjmbt
ovhkydztsizfinjeqwsa,POINT (35.5970147508554 17.8641873520557),POINT (51.0485148219999 87.5815125575575),2023-01-19-17:50:12,fgaddliydzmlvvqvoaye
ayizeiyhgwsnmrtkszuz,POINT (58.8811520661404 63.0291384478155),POINT (7.4936041661422 53.5956810629783),2023-01-19-17:50:12,tarqyufkkrkhkuylpzws
bxjyslhscgbbwodwaxbh,POINT (68.2506491631789 1.6100581708683),POINT (70.6476879648074 54.8287195001967),2023-01-19-17:50:12,owmfuwbujvxbvdliuxnu
qpnmgafyqzhduzpifmay,POINT (52.2474238370289 85.4733183176621),POINT (59.069526512597 96.9880243517989),2023-01-19-17:50:12,hobbfyqoaxfsplpjskco
hxtgkouypkufugqszckv,POINT (52.7373086708207 86.5321026917802),POINT (16.6848627630645 35.0119743852223),2023-01-19-17:50:12,qusspuqjclcnbbumszps
addqeiknfukbajeygvtq,POINT (95.966670797087 94.5354589330229),POINT (66.7573391343642 23.4184249074457),2023-01-19-17:50:12,tohmyayyrtandbvimcle
jvihzfwczrhfltnlnlrt,POINT (14.7826212548331 35.4867189594193),POINT (92.1502151904112 24.3904513469222),2023-01-19-17:50:12,okpwmygfkdupzfvqqfko
vuptluevxxqnljnplbvb,POINT (27.779413033052 55.1163679470198),POINT (3.3476413044591 89.6761285041634),2023-01-19-17:50:12,lkmznumarpihvgjbedoz
ftfrcsgimovlmdsyifah,POINT (16.7601635569689 76.4019826636427),POINT (83.4878352772543 3.0384882824512),2023-01-19-17:50:12,cbarhucivwspbekmstpx
nutyykbockmabhwldoye,POINT (82.3104226008603 13.6962828051599),POINT (85.0581366775381 66.0883358038496),2023-01-19-17:50:12,hhxbokzdbjugjcokbnug
fxpkhnpvvrfulfoswsap,POINT (17.303953845001 1.0779734894893),POINT (64.6668930339193 42.5629095939273),2023-01-19-17:50:12,olapiqznpgdvmconhhhy
yzfckbwusldemargegsl,POINT (45.6369721815775 38.2839853054299),POINT (38.6932568720781 94.4080102462587),2023-01-19-17:50:12,hemsgbnyssghsbypxlnd
ablddiwnukawvysypqmw,POINT (94.0077263983346 94.631061310575),POINT (87.3277566751797 36.0604481889726),2023-01-19-17:50:12,dngokhrztjwogwqjhtck
sqzlqxfwphdwkecucqtg,POINT (77.9940729497504 69.3564610343401),POINT (80.9185931541799 36.7426428108887),2023-01-19-17:50:12,pjgnqprepuyvjtkzowkj
wkyjeycshopteigseptv,POINT (19.1517703827859 74.9004502100918),POINT (35.6749527524262 61.9305542430129),2023-01-19-17:50:12,hyssvrmopdmuupjvuukf
rtgtqieiwnqlugxfyhez,POINT (26.3920180426832 23.7881789194461),POINT (14.7615063313992 7.4633838045394),2023-01-19-17:50:12,qgtsdfxuvuemtcaplojq
chjozcghdhjrlsvrpgvh,POINT (74.9531555756165 1.3940575319146),POINT (77.6936018379134 86.5216518972372),2023-01-19-17:50:12,qtmivllgvynqpyggmnsl
rxgkyhyleuouwcawnrav,POINT (46.6572871608262 23.5902889769622),POINT (10.6893816886088 63.2368931740369),2023-01-19-17:50:12,wjdphyupzpfgurtewsdi
ksctwwpcnqbhiwjwfhno,POINT (40.4296095681249 7.370436774527),POINT (86.1971410245078 50.3360656293825),2023-01-19-17:50:12,xvyfmlloocxtlfmkknrk
kpqxclhmjutzqciwcjbl,POINT (76.1182441573034 72.2483882699813),POINT (49.2474823332238 24.2764541623447),2023-01-19-17:50:12,evzdasklxrbipdbvzeyj
cihngbtyzyuiwqcqabgg,POINT (28.6513241680749 37.0614800226065),POINT (30.9583475877495 71.1527236516926),2023-01-19-17:50:12,pkohkbyvwptedbqisveh
ljcsagehaazbstqfecjv,POINT (33.870570844101 16.4621041796766),POINT (15.8399285929605 30.6769374797377),2023-01-19-17:50:12,kjrohlxmaskrewbunago
gjfokbvenjqvmcjgmagf,POINT (47.6357240967707 28.6791315919394),POINT (62.8920976564556 68.9195822500129),2023-01-19-17:50:12,jowllpizoojxiocahvck
kghmqlyqdsmngaeevrcf,POINT (26.4623187778557 25.2679712370464),POINT (18.9204354220833 27.6875241625718),2023-01-19-17:50:12,zkmyioscxywvdlsqpvii
xgsefdfmopztgdgxjcla,POINT (35.2137346301362 90.6083512596948),POINT (32.8562707893749 50.2737882783966),2023-01-19-17:50:12,saxwsgroiufljydocvwq
trnyekyqehcwrbwkhxdc,POINT (30.349285980284 35.8023079982812),POINT (98.5315278574479 97.2663733483062),2023-01-19-17:50:12,memllregqfetonuapfhp
kikiaemczmdhvxbvifio,POINT (35.6566623947046 74.2501144886131),POINT (96.6455532668904 44.0090896685827),2023-01-19-17:50:12,obqlvqnmbxzmljbnxizg
xstbzfjcmgtgvqamkaqx,POINT (8.1814687437052 61.7194894884166),POINT (57.4513119243443 5.8193214381666),2023-01-19-17:50:12,rzcohbbnypaxacvdxqfu
ioyrgvsrkytadbrzxahs,POINT (81.8780293430557 56.1462124953929),POINT (37.8983544751165 97.7053320558752),2023-01-19-17:50:12,ydicflgvucwsuhlofbhr
vjfhqgeadepzyqaetuqr,POINT (79.2230771343979 94.7621816566188),POINT (43.9144767812085 9.404657598302),2023-01-19-17:50:12,nzngqfkynzlpcnrfaadb
vmjzytsbintlnozturym,POINT (81.1253693723741 70.2095703817863),POINT (85.7728251759292 11.9788464807065),2023-01-19-17:50:12,jiakexwmflhpbdoxdpdf
ggthmifedbvmjmpuldum,POINT (67.2763196781664 53.9788250057655),POINT (54.0217566771791 83.2931706215268),2023-01-19-17:50:12,scaikdvxnoznamwxxyyo
bdgvubrxnwemmvwrtrsz,POINT (30.9960925931099 49.6590475126994),POINT (72.9137377069291 35.2406740816633),2023-01-19-17:50:12,syvozrlsiqkvnyxcddwt
ypasvaitygundcvkhalx,POINT (57.733148008523 43.1766860118196),POINT (23.8593842746537 28.1255497560868),2023-01-19-17:50:12,ihhintzunmilyzzbhutj
oyiftclwsxfgmexhdfep,POINT (79.7576897834619 60.3843769564035),POINT (38.1089996863656 78.9223863644662),2023-01-19-17:50:12,bsgtvdbvgphcamsfemfj
pmxxrysjnqqcouznnvff,POINT (95.2676714641023 9.6184087414086),POINT (39.0361406992471 10.5670760746634),2023-01-19-17:50:12,aosnpcrezucljfwkgdhz
luihmmgbgdgjtmmwqxzj,POINT (14.8866504020393 59.3180222169103),POINT (85.1496461015059 77.5135982073343),2023-01-19-17:50:12,wcuyfszuopzqecvyqijm
zttzpjzpedorbhbrchpb,POINT (59.7334648872191 95.068132321364),POINT (64.6133486339445 37.0925628098757),2023-01-19-17:50:12,ejvabrgbxiczsmnqasmy
vpeceflomnwpjzaqjdhf,POINT (64.1248241582256 90.0347882567285),POINT (79.9449908142187 95.8971503861049),2023-01-19-17:50:13,qmwncdilpglvzlsxwiun
ueruwbldbrkzszufumlz,POINT (34.6981103099909 48.9976428140961),POINT (46.3270141043751 31.7726454307994),2023-01-19-17:50:13,lsifjggxubazefheqper
vqqofcqvmjnyksdyvsgs,POINT (5.8718413237976 2.8121619104616),POINT (14.7691775497726 21.3171887903642),2023-01-19-17:50:13,igkjgkubwxxwygafganl
magbvyfiupewwcfffnmm,POINT (14.0213311806503 96.4334204500012),POINT (32.1015183141422 79.0890490181292),2023-01-19-17:50:13,vxftrnkngsnirxuccosl
nakdvrhwhecpoibjluxr,POINT (71.9991299406043 56.1332344787954),POINT (16.6627212616153 35.3569975400437),2023-01-19-17:50:13,pybbvvvwoiskfmijpaxh
hnagdunpsrcjsnhwsbnf,POINT (82.8886831893284 41.3799145703522),POINT (23.3095492792448 45.4588751472476),2023-01-19-17:50:13,zvfjlwykoopbjycydaxf
ohghvzhquitdjkwadnuj,POINT (68.5020667946174 79.3510320108512),POINT (28.4181443095729 62.1354038055755),2023-01-19-17:50:13,jnfnlaihbnsezpgpgeov
txssmzzfhojseukfzeme,POINT (83.6457036179273 96.477011334109),POINT (14.6660340133937 26.6451057270232),2023-01-19-17:50:13,bvomgnueapcfcdnpgwlr
mawwfpqptgbwgmxfokgk,POINT (2.1476251046006 46.2282037060547),POINT (60.7014452222185 30.8387026998641),2023-01-19-17:50:13,efpbmlazxvnayguenmgh
fjjlhuktaaiopvjnyfiu,POINT (39.242280305835 89.0344125333602),POINT (11.9989740187755 86.9776627668834),2023-01-19-17:50:13,wddfbmxflnglrdkpqrzr
